일시,수위(EL.m),저수량(백만㎥),저수율(%),강우량(mm),유입량(㎥/s),총방류량(㎥/s)
2023-09-17,75.2824,1117.4091,74.99,5.1502,163.91,60.413
2023-09-18,75.4292,1126.6709,75.62,0.5403,167.843,60.646
2023-09-19,75.51,1131.7876,75.96,0.0,119.264,60.044
2023-09-20,75.9955,1162.8127,78.04,83.6042,418.943,59.855
2023-09-21,77.316,1249.6345,83.87,6.3737,1224.968,220.086
2023-09-22,77.66,1272.8369,85.43,0.0,486.902,218.356
2023-09-23,77.6728,1273.7049,85.48,0.0,227.872,217.826
2023-09-24,77.58,1267.4194,85.06,0.0,145.324,218.072
2023-09-25,77.4476,1258.4823,84.46,1.4729,115.218,218.658
2023-09-26,77.38,1253.933,84.16,27.1508,166.786,219.44
2023-09-27,77.35,1251.917,84.02,2.9987,196.615,219.948
2023-09-28,77.26,1245.8803,83.62,0.055,151.342,221.212
2023-09-29,77.1276,1237.0296,83.02,0.0,117.395,219.834
2023-09-30,76.97,1226.541,82.32,5.28,98.134,219.53
2023-10-01,76.7908,1214.6764,81.52,0.0,83.224,220.545
2023-10-02,76.6,1202.116,80.68,0.0,76.693,222.068
2023-10-03,76.3892,1188.3254,79.75,0.0,63.907,223.52
2023-10-04,76.16,1173.4342,78.75,0.0525,46.56,218.912
2023-10-05,75.9328,1158.7789,77.77,0.0,50.127,219.749
2023-10-06,75.69,1143.234,76.73,0.0,47.272,227.19
2023-10-07,75.44,1127.3541,75.66,0.0,44.422,228.217
2023-10-08,75.1812,1111.0499,74.57,0.0,39.827,228.533
2023-10-09,75.01,1100.3398,73.85,0.4791,36.229,160.189
2023-10-10,75.026,1101.3382,73.92,0.0,41.431,29.875
2023-10-11,75.03,1101.5879,73.93,0.0,33.017,30.127
2023-10-12,75.04,1102.2122,73.97,0.0,37.5,30.274
2023-10-13,75.04,1102.2122,73.97,0.0,30.386,30.386
2023-10-14,75.04,1102.2122,73.97,1.7361,30.285,30.285
2023-10-15,75.04,1102.2122,73.97,0.0,29.896,29.896
2023-10-16,75.03,1101.5879,73.93,0.0,22.882,30.108
2023-10-17,75.03,1101.5879,73.93,0.0,30.242,30.242
2023-10-18,75.02,1100.9637,73.89,0.0,22.978,30.202
2023-10-19,75.0236,1101.1884,73.91,5.9071,32.683,30.083
2023-10-20,75.01,1100.3398,73.85,3.2101,20.617,30.439
2023-10-21,75.0,1099.7161,73.81,0.0,23.095,30.314
2023-10-22,74.99,1099.0925,73.76,0.0,23.234,30.451
2023-10-23,74.98,1098.4692,73.72,0.0,23.216,30.43
2023-10-24,74.97,1097.8461,73.68,0.0,25.311,32.523
2023-10-25,74.95,1096.6005,73.6,0.0,17.884,32.301
2023-10-26,74.94,1095.978,73.56,0.0,25.224,32.429
2023-10-27,74.92,1094.7336,73.47,0.0,17.851,32.254
2023-10-28,74.9,1093.49,73.39,0.0,17.987,32.38
2023-10-29,74.88,1092.2472,73.31,0.0,17.729,32.113
2023-10-30,74.87,1091.6261,73.26,0.0,25.174,32.362
2023-10-31,74.85,1090.3846,73.18,0.0,18.383,32.753
2023-11-01,74.83,1089.1439,73.1,0.0,17.852,32.212
2023-11-02,74.82,1088.5238,73.06,0.0,25.189,32.366
2023-11-03,74.8,1087.2843,72.97,0.0,18.049,32.395
2023-11-04,74.78,1086.0457,72.89,0.2273,17.992,32.328
2023-11-05,74.7764,1085.8228,72.87,6.1102,29.596,32.176
2023-11-06,74.7672,1085.2534,72.84,12.2568,25.835,32.426
2023-11-07,74.76,1084.8078,72.81,0.057,26.921,32.078
2023-11-08,74.75,1084.1892,72.76,0.0,24.437,31.597
2023-11-09,74.7412,1083.645,72.73,12.3247,26.059,32.358
2023-11-10,74.73,1082.9526,72.68,3.7806,24.347,32.361
2023-11-11,74.73,1082.9526,72.68,0.0,32.387,32.387
2023-11-12,74.73,1082.9526,72.68,0.1042,32.443,32.443
2023-11-13,74.72,1082.3346,72.64,0.0,24.779,31.932
2023-11-14,74.7,1081.0992,72.56,0.0,18.053,32.352
2023-11-15,74.69,1080.4818,72.52,0.0,25.317,32.463
2023-11-16,74.6828,1080.0374,72.49,9.2227,27.309,32.452
2023-11-17,74.672,1079.371,72.44,0.8045,24.769,32.482
2023-11-18,74.66,1078.6309,72.39,1.3931,23.747,32.314
2023-11-19,74.65,1078.0143,72.35,0.531,25.466,32.602
2023-11-20,74.64,1077.3979,72.31,0.0,24.997,32.131
2023-11-21,74.63,1076.7818,72.27,0.0,25.259,32.39
2023-11-22,74.6144,1075.821,72.2,0.0,21.261,32.381
2023-11-23,74.5964,1074.713,72.13,0.0,19.587,32.411
2023-11-24,74.58,1073.704,72.06,0.0,20.764,32.441
2023-11-25,74.5596,1072.4498,71.98,0.0,17.844,32.361
2023-11-26,74.54,1071.2456,71.9,0.7122,18.561,32.499
2023-11-27,74.53,1070.6314,71.85,3.3888,25.073,32.181
2023-11-28,74.52,1070.0175,71.81,0.1567,25.105,32.21
2023-11-29,74.4976,1068.6431,71.72,0.092,16.453,32.361
2023-11-30,74.4836,1067.7846,71.66,0.0,22.647,32.583
2023-12-01,74.46,1066.3384,71.57,0.0,15.667,32.406
2023-12-02,74.4496,1065.7014,71.52,0.0,25.011,32.383
2023-12-03,74.4236,1064.11,71.42,0.0,14.112,32.532
2023-12-04,74.4124,1063.4249,71.37,0.0,24.171,32.101
2023-12-05,74.398,1062.5444,71.31,0.0,22.061,32.252
2023-12-06,74.3792,1061.3955,71.23,3.2287,19.188,32.485
2023-12-07,74.36,1060.2229,71.16,0.0,18.767,32.339
2023-12-08,74.34,1059.0022,71.07,0.0,18.336,32.464
2023-12-09,74.32,1057.7824,70.99,0.0,18.23,32.348
2023-12-10,74.31,1057.1728,70.95,0.0,25.46,32.516
2023-12-11,74.3216,1057.88,71.0,34.4989,40.275,32.09
2023-12-12,74.374,1061.0778,71.21,0.6528,69.351,32.339
2023-12-13,74.4604,1066.3629,71.57,0.1042,93.598,32.428
2023-12-14,74.5388,1071.1718,71.89,22.7302,88.036,32.377
2023-12-15,74.9556,1096.9492,73.62,44.5807,390.939,92.59
2023-12-16,75.46,1128.6198,75.75,3.7963,595.562,229.004
2023-12-17,75.48,1129.8863,75.83,0.0273,243.27,228.611
2023-12-18,75.36,1122.2995,75.32,0.103,140.779,228.589
2023-12-19,75.19,1111.6021,74.6,0.037,109.043,232.856
2023-12-20,74.98,1098.4692,73.72,0.2766,82.092,234.093
2023-12-21,74.87,1091.6261,73.26,0.0,65.281,144.483
2023-12-22,74.9072,1093.9376,73.42,0.0,59.174,32.421
2023-12-23,74.93,1095.3557,73.51,0.2271,48.9,32.487
2023-12-24,74.95,1096.6005,73.6,0.5105,47.097,32.689
2023-12-25,74.97,1097.8461,73.68,0.2741,46.884,32.467
2023-12-26,74.9864,1098.8681,73.75,0.1235,44.091,32.262
2023-12-27,75.0,1099.7161,73.81,0.0,42.401,32.587
2023-12-28,75.01,1100.3398,73.85,0.0,39.843,32.624
2023-12-29,75.01,1100.3398,73.85,0.0,32.62,32.62
2023-12-30,75.02,1100.9637,73.89,0.9837,39.808,32.586
2023-12-31,75.028,1101.463,73.92,3.9816,38.406,32.627
2024-01-01,75.04,1102.2122,73.97,0.0,40.87,32.199
2024-01-02,75.0444,1102.487,73.99,0.0,35.724,32.544
2024-01-03,75.05,1102.8368,74.02,1.5113,36.68,32.632
2024-01-04,75.06,1103.4616,74.06,0.214,39.657,32.426
2024-01-05,75.06,1103.4616,74.06,0.0,32.841,32.841
2024-01-06,75.06,1103.4616,74.06,0.1282,32.633,32.633
2024-01-07,75.0536,1103.0617,74.03,0.1131,28.504,33.132
2024-01-08,75.0532,1103.0367,74.03,0.0,31.935,32.224
2024-01-09,75.05,1102.8368,74.02,2.6831,30.399,32.713
2024-01-10,75.04,1102.2122,73.97,1.3612,25.314,32.543
2024-01-11,75.04,1102.2122,73.97,0.0,32.719,32.719
2024-01-12,75.0376,1102.0624,73.96,0.0,30.891,32.626
2024-01-13,75.03,1101.5879,73.93,0.0,27.117,32.609
2024-01-14,75.02,1100.9637,73.89,5.8224,25.261,32.485
2024-01-15,75.02,1100.9637,73.89,0.0,32.61,32.61
2024-01-16,75.0184,1100.8639,73.88,0.0,31.397,32.553
2024-01-17,75.03,1101.5879,73.93,7.9046,40.996,32.616
2024-01-18,75.058,1103.3366,74.05,9.181,52.696,32.456
2024-01-19,75.092,1105.4622,74.19,0.057,57.549,32.947
2024-01-20,75.15,1109.0936,74.44,15.486,74.767,32.736
2024-01-21,75.24,1114.7422,74.81,1.1956,97.58,32.202
2024-01-22,75.3336,1120.6344,75.21,0.0,101.193,32.997
2024-01-23,75.4,1124.8252,75.49,0.0,80.982,32.478
2024-01-24,75.45,1127.9868,75.7,0.0,69.428,32.835
2024-01-25,75.49,1130.5198,75.87,0.0,62.027,32.71
2024-01-26,75.52,1132.4217,76.0,0.0,54.747,32.734
2024-01-27,75.5404,1133.7161,76.09,0.0,47.844,32.863
2024-01-28,75.5604,1134.9859,76.17,0.0,47.516,32.819
2024-01-29,75.58,1136.2311,76.26,0.0,47.1,32.688
2024-01-30,75.59,1136.8667,76.3,0.0,40.178,32.821
2024-01-31,75.5932,1137.0701,76.31,0.0,34.946,32.591
2024-02-01,75.6,1137.5025,76.34,0.0,45.306,40.302
2024-02-02,75.59,1136.8667,76.3,0.0,32.849,40.208
2024-02-03,75.58,1136.2311,76.26,1.0255,32.82,40.177
2024-02-04,75.58,1136.2311,76.26,1.9973,40.746,40.746
2024-02-05,75.5996,1137.477,76.34,13.4313,55.133,40.712
2024-02-06,75.6084,1138.0367,76.38,0.9522,47.25,40.772
2024-02-07,75.63,1139.4111,76.47,0.146,56.693,40.785
2024-02-08,75.63,1139.4111,76.47,0.0663,41.027,41.027
2024-02-09,75.64,1140.0478,76.51,0.0,48.454,41.086
2024-02-10,75.64,1140.0478,76.51,0.0,40.347,40.347
2024-02-11,75.6456,1140.4044,76.54,0.0505,44.218,40.091
2024-02-12,75.65,1140.6846,76.56,0.0,43.886,40.643
2024-02-13,75.66,1141.3216,76.6,0.0,39.458,32.085
2024-02-14,75.6656,1141.6785,76.62,0.6055,35.947,31.817
2024-02-15,75.68,1142.5963,76.68,2.9248,42.178,31.555
2024-02-16,75.68,1142.5963,76.68,0.0552,40.115,40.115
2024-02-17,75.69,1143.234,76.73,0.0,47.401,40.021
2024-02-18,75.7196,1145.1226,76.85,17.1255,62.135,40.276
2024-02-19,75.84,1152.8233,77.37,20.1523,129.184,40.056
2024-02-20,76.1057,1169.922,78.52,5.5933,238.264,40.362
2024-02-21,76.36,1186.4223,79.63,14.5711,231.241,40.265
2024-02-22,76.6604,1206.0841,80.95,3.2382,267.863,40.296
2024-02-23,76.8928,1221.4216,81.97,0.5067,217.911,40.393
2024-02-24,77.02,1229.8631,82.54,1.5491,156.165,58.463
2024-02-25,77.05,1231.8588,82.68,2.1038,123.095,99.996
2024-02-26,77.0,1228.5336,82.45,0.0,105.586,144.072
2024-02-27,76.91,1222.5612,82.05,0.0,90.197,159.323
2024-02-28,76.81,1215.9445,81.61,0.0,82.494,159.076
2024-02-29,76.69,1208.0315,81.08,1.0433,67.468,159.054
2024-03-01,76.5668,1199.938,80.53,0.0,65.618,159.292
2024-03-02,76.44,1191.6405,79.98,0.0,63.538,159.574
2024-03-03,76.308,1183.0376,79.4,1.3456,59.866,159.437
2024-03-04,76.17,1174.0817,78.8,0.057,56.006,159.662
2024-03-05,76.03,1165.0358,78.19,5.4756,55.022,159.72
2024-03-06,75.89,1156.0299,77.59,0.057,55.287,159.521
2024-03-07,75.74,1146.4253,76.94,0.0,48.641,159.806
2024-03-08,75.59,1136.8667,76.3,0.0,49.017,159.649
2024-03-09,75.44,1127.3541,75.66,0.0,49.362,159.461
2024-03-10,75.282,1117.3839,74.99,0.0,44.147,159.542
2024-03-11,75.12,1107.2144,74.31,0.0,41.94,159.643
2024-03-12,74.9528,1096.7748,73.61,1.0716,38.333,159.162
2024-03-13,74.79,1086.6649,72.93,0.055,39.571,156.584
2024-03-14,74.7924,1086.8136,72.94,0.0,44.0,42.28
2024-03-15,74.7844,1086.3181,72.91,0.0,34.938,40.672
2024-03-16,74.78,1086.0457,72.89,0.0,37.564,40.717
2024-03-17,74.77,1085.4266,72.85,0.0,33.503,40.668
2024-03-18,74.76,1084.8078,72.81,0.0,33.836,40.998
2024-03-19,74.7492,1084.1397,72.76,0.0,33.138,40.871
2024-03-20,74.7348,1083.2493,72.7,0.0,30.397,40.703
2024-03-21,74.7224,1082.4829,72.65,0.0,31.941,40.812
2024-03-22,74.7112,1081.7909,72.6,1.6839,32.725,40.734
2024-03-23,74.7,1081.0992,72.56,0.2287,32.757,40.763
2024-03-24,74.6888,1080.4077,72.51,0.0,32.666,40.669
2024-03-25,74.6853,1080.1917,72.5,9.0732,38.321,40.821
2024-03-26,74.706,1081.4697,72.58,18.8232,55.476,40.684
2024-03-27,74.7444,1083.8429,72.74,0.0,82.81,55.343
2024-03-28,74.7864,1086.442,72.92,25.1402,109.668,79.586
2024-03-29,74.94,1095.978,73.56,0.212,206.327,95.957
2024-03-30,75.02,1100.9637,73.89,1.4558,180.186,122.48
2024-03-31,75.0144,1100.6143,73.87,0.0,118.432,122.476
2024-04-01,74.9868,1098.8931,73.75,0.0,95.649,115.571
2024-04-02,74.9172,1094.5594,73.46,1.8624,79.609,129.767
2024-04-03,74.86,1091.0053,73.22,17.2136,88.567,129.703
2024-04-04,74.7784,1085.9466,72.88,1.4732,119.761,178.31
2024-04-05,74.61,1075.5501,72.18,0.2034,109.474,229.804
2024-04-06,74.43,1064.5016,71.44,0.0,101.279,229.155
2024-04-07,74.2596,1054.1035,70.75,0.0,86.626,206.974
2024-04-08,74.04,1040.7909,69.85,0.0,75.822,229.903
2024-04-09,73.81,1026.9538,68.92,0.0,69.479,229.63
2024-04-10,73.8276,1028.0088,68.99,0.0,52.846,40.635
2024-04-11,73.852,1029.4725,69.09,0.0,57.57,40.629
2024-04-12,73.8639,1030.1868,69.14,0.0,48.428,40.161
2024-04-13,73.8639,1030.1868,69.14,0.0,41.107,41.107
2024-04-14,73.8668,1030.3609,69.15,0.0,43.379,41.364
2024-04-15,73.8739,1030.7873,69.18,10.0376,46.138,41.203
2024-04-16,73.8978,1032.2232,69.28,0.6541,48.467,31.847
2024-04-17,73.9179,1033.4317,69.36,0.0,46.376,32.388
2024-04-18,73.927,1033.9792,69.39,0.0,38.605,32.269
2024-04-19,73.9301,1034.1657,69.41,0.0,34.874,32.715
2024-04-20,73.9361,1034.5267,69.43,3.4401,36.489,32.31
2024-04-21,73.9438,1034.9902,69.46,0.3397,37.36,31.996
2024-04-22,73.9568,1035.773,69.51,0.0,42.117,33.057
2024-04-23,73.9422,1034.8939,69.46,0.0,23.237,33.412
2024-04-24,73.9401,1034.7675,69.45,5.2592,32.054,33.517
2024-04-25,73.943,1034.9421,69.46,0.0,35.264,33.244
2024-04-26,73.9407,1034.8036,69.45,0.0,31.635,33.237
2024-04-27,73.9329,1034.3342,69.42,0.0,28.035,33.468
2024-04-28,73.925,1033.8588,69.39,0.0,27.648,33.15
2024-04-29,73.916,1033.3175,69.35,2.5029,26.804,33.07
2024-04-30,73.9018,1032.4636,69.29,0.6614,26.133,36.015
2024-05-01,73.855,1029.6526,69.1,1.7242,25.802,58.338
2024-05-02,73.8112,1027.0258,68.93,0.0,28.067,58.47
2024-05-03,73.76,1023.9601,68.72,0.0,21.676,57.158
2024-05-04,73.718,1021.4494,68.55,0.0,24.903,53.963
2024-05-05,73.713,1021.1507,68.53,23.9023,51.943,55.4
2024-05-06,73.7081,1020.8581,68.51,7.2939,52.793,56.18
2024-05-07,73.7322,1022.2978,68.61,13.6896,73.171,56.507
2024-05-08,73.759,1023.9003,68.72,1.3255,76.856,58.309
2024-05-09,73.7771,1024.9834,68.79,0.0,71.732,59.196
2024-05-10,73.777,1024.9774,68.79,0.0,59.337,59.406
2024-05-11,73.7679,1024.4328,68.75,11.665,52.7,59.003
2024-05-12,73.7602,1023.9721,68.72,5.0529,53.296,58.628
2024-05-13,73.7602,1023.9721,68.72,0.0,59.06,59.06
2024-05-14,73.7423,1022.9016,68.65,0.0,46.487,58.877
2024-05-15,73.723,1021.7481,68.57,10.3477,45.486,58.837
2024-05-16,73.7082,1020.864,68.51,6.1533,48.683,58.915
2024-05-17,73.6974,1020.2192,68.47,0.0,50.874,58.337
2024-05-18,73.6861,1019.5448,68.43,0.0,51.103,58.909
2024-05-19,73.6518,1017.4993,68.29,0.0,35.099,58.774
2024-05-20,73.6192,1015.5574,68.16,0.0,36.243,58.719
2024-05-21,73.581,1013.2847,68.01,0.0,32.423,58.728
2024-05-22,73.5384,1010.7537,67.84,0.0,28.84,58.134
2024-05-23,73.4803,1007.3078,67.6,0.0,19.355,59.238
2024-05-24,73.4331,1004.5136,67.42,0.0,27.002,59.343
2024-05-25,73.3793,1001.3341,67.2,0.0,22.432,59.231
2024-05-26,73.376,1001.1393,67.19,19.5541,56.083,58.338
2024-05-27,73.353,999.782,67.1,0.1918,49.999,65.708
2024-05-28,73.4459,1005.2709,67.47,0.0,141.772,78.243
2024-05-29,73.795,1026.0552,68.86,0.0,319.307,78.748
2024-05-30,74.107,1044.8421,70.12,0.0,326.529,109.088
2024-05-31,74.4051,1062.9784,71.34,0.0,318.561,108.65
2024-06-01,74.4582,1066.2281,71.56,0.0,189.23,151.618
2024-06-02,74.31,1057.1728,70.95,0.0,46.489,151.296
2024-06-03,74.1222,1045.7625,70.19,0.0,19.628,151.692
2024-06-04,73.932,1034.28,69.41,0.0,18.468,151.367
2024-06-05,73.748,1023.2424,68.67,0.0,23.512,151.262
2024-06-06,73.5471,1011.2703,67.87,0.0,13.08,151.646
2024-06-07,73.3588,1000.1242,67.12,0.3141,16.576,145.582
2024-06-08,73.172,989.1387,66.39,4.3726,29.227,156.373
2024-06-09,72.9831,978.1026,65.64,0.073,23.275,151.008
2024-06-10,72.7901,966.9025,64.89,0.0,21.635,151.265
2024-06-11,72.598,955.8307,64.15,0.0,22.811,150.958
2024-06-12,72.3943,944.173,63.37,0.0,16.443,151.37
2024-06-13,72.1949,932.8439,62.61,0.0,20.037,151.16
2024-06-14,71.9896,921.2649,61.83,1.3673,17.262,151.278
2024-06-15,71.777,909.3656,61.03,3.8076,13.178,150.902
2024-06-16,71.573,898.0349,60.27,0.1159,19.779,150.921
2024-06-17,71.355,886.0211,59.46,0.0,11.853,150.901
2024-06-18,71.1418,874.3664,58.68,0.0,16.132,151.024
2024-06-19,70.922,862.4488,57.88,0.0,13.36,151.295
2024-06-20,70.7023,850.636,57.09,0.0,14.768,151.491
2024-06-21,70.626,846.5567,56.82,0.0,16.378,63.592
2024-06-22,70.5694,843.5384,56.61,12.929,26.182,61.116
2024-06-23,70.51,840.3779,56.4,3.4886,21.39,57.97
2024-06-24,70.4611,837.7815,56.23,0.0,28.316,58.367
2024-06-25,70.4001,834.5496,56.01,0.0,21.071,58.478
2024-06-26,70.3342,831.0666,55.78,0.0,18.092,58.404
2024-06-27,70.2652,827.4294,55.53,0.0,19.918,62.015
2024-06-28,70.1912,823.5395,55.27,0.0,14.651,59.673
2024-06-29,70.176,822.7419,55.22,35.641,48.9,58.132
2024-06-30,70.2422,826.2192,55.45,32.8859,98.097,57.851
2024-07-01,70.421,835.6561,56.08,0.0,152.142,42.919
2024-07-02,70.5924,844.7642,56.7,33.9859,148.431,43.013
2024-07-03,70.9361,863.2104,57.93,24.0619,256.336,42.838
2024-07-04,71.1658,875.6737,58.77,0.0,187.268,43.016
2024-07-05,71.257,880.6523,59.1,5.0485,100.46,42.838
2024-07-06,71.299,882.9508,59.26,0.037,69.559,42.956
2024-07-07,71.4138,889.2519,59.68,32.835,115.629,42.7
2024-07-08,73.7416,1022.8597,68.65,115.6252,1695.691,149.304
2024-07-09,75.081,1104.7742,74.15,42.2003,1377.586,429.502
2024-07-10,78.851,1355.0326,90.94,111.0349,3992.832,1096.323
2024-07-11,77.9979,1295.8628,86.97,0.9203,1092.783,1777.618
2024-07-12,76.3781,1187.6018,79.7,0.1042,527.029,1780.05
2024-07-13,74.4718,1067.0614,71.61,0.1093,380.56,1775.704
2024-07-14,72.2886,938.1574,62.96,0.0,282.359,1774.304
2024-07-15,70.309,829.7371,55.69,1.3326,193.933,1448.797
2024-07-16,69.887,807.6674,54.21,44.6404,225.545,480.981
2024-07-17,70.1583,821.8137,55.16,1.1236,648.305,484.575
2024-07-18,70.3832,833.6555,55.95,23.1182,631.806,494.748
2024-07-19,70.705,850.7806,57.1,2.5684,689.204,490.998
2024-07-20,70.639,847.2509,56.86,15.2224,438.223,479.075
2024-07-21,70.8432,858.2005,57.6,12.2056,484.956,358.225
2024-07-22,71.0352,868.5741,58.29,0.0,358.653,238.588
2024-07-23,71.3467,885.5656,59.43,1.0622,239.879,43.218
2024-07-24,71.496,893.7803,59.99,2.994,138.317,43.24
2024-07-25,71.6079,899.9672,60.4,4.1167,115.096,43.488
2024-07-26,71.6969,904.9064,60.73,0.9444,100.502,43.336
2024-07-27,71.7769,909.36,61.03,6.0151,94.838,43.292
2024-07-28,71.8489,913.3795,61.3,0.0,89.781,43.259
2024-07-29,71.898,916.1266,61.49,0.0,74.975,43.179
2024-07-30,71.922,917.4712,61.58,0.0,58.871,43.308
2024-07-31,71.93,917.9197,61.61,0.0,48.448,43.257
2024-08-01,71.9348,918.1889,61.62,0.0,47.82,44.705
2024-08-02,71.9287,917.8468,61.6,0.0,41.171,45.13
2024-08-03,71.9147,917.0621,61.55,0.105,36.276,45.358
2024-08-04,71.8977,916.1098,61.48,1.5222,34.807,45.829
2024-08-05,71.8816,915.2085,61.42,11.9,38.177,48.609
2024-08-06,71.8531,913.6143,61.32,0.0729,30.564,49.016
2024-08-07,71.8552,913.7317,61.32,0.0,50.791,49.432
2024-08-08,71.8349,912.5971,61.25,0.0,36.148,49.28
2024-08-09,71.8049,910.9218,61.14,0.0,29.966,49.355
2024-08-10,71.7728,909.1314,61.02,0.0,29.009,49.732
2024-08-11,71.7272,906.5916,60.85,0.0,19.994,49.39
2024-08-12,71.6748,903.6784,60.65,0.111,23.541,57.259
2024-08-13,71.6515,902.3848,60.56,0.037,34.035,49.007
2024-08-14,71.5979,899.4133,60.36,0.0,14.425,48.818
2024-08-15,71.5488,896.6964,60.18,0.0,17.42,48.865
2024-08-16,71.4969,893.83,59.99,0.0,15.528,48.704
2024-08-17,71.4429,890.8534,59.79,0.0,14.079,48.53
2024-08-18,71.385,887.6686,59.58,0.0,11.489,48.351
2024-08-19,71.3332,884.8251,59.38,0.0,15.503,48.413
2024-08-20,71.3046,883.2575,59.28,1.642,29.435,47.578
2024-08-21,71.281,881.9653,59.19,7.9312,28.987,43.944
2024-08-22,71.2639,881.0297,59.13,2.6423,26.054,36.883
2024-08-23,71.253,880.4336,59.09,0.0552,23.321,30.22
2024-08-24,71.241,879.7776,59.05,5.053,22.657,30.249
2024-08-25,71.2139,878.2974,58.95,0.0449,18.497,35.63
2024-08-26,71.1788,876.3824,58.82,4.1379,20.551,42.715
2024-08-27,71.13,873.7241,58.64,0.0525,15.05,45.817
2024-08-28,71.083,871.1685,58.47,0.0,16.769,46.347
2024-08-29,71.0379,868.7206,58.3,0.7092,19.287,47.62
2024-08-30,70.985,865.8545,58.11,0.0,14.07,47.242
2024-08-31,70.932,862.9889,57.92,0.0,14.165,47.332
2024-09-01,70.894,860.9378,57.78,0.0,11.507,35.246
2024-09-02,70.8602,859.1159,57.66,0.1019,12.853,33.94
2024-09-03,70.8342,857.7161,57.56,0.0,14.649,30.851
2024-09-04,70.8029,856.0327,57.45,0.0,15.109,34.592
2024-09-05,70.7599,853.7234,57.3,0.0525,9.829,36.557
2024-09-06,70.723,851.7448,57.16,0.6518,14.717,37.618
2024-09-07,70.6858,849.7528,57.03,1.3035,13.9,36.955
2024-09-08,70.6538,848.0416,56.92,0.0,16.382,36.188
2024-09-09,70.619,846.1831,56.79,0.0,10.332,31.843
2024-09-10,70.5926,844.7748,56.7,0.0,16.511,32.81
2024-09-11,70.555,842.7716,56.56,7.3509,10.289,33.475
2024-09-12,70.5391,841.9254,56.51,13.1994,25.098,34.892
2024-09-13,70.527,841.2817,56.46,0.0505,25.956,33.406
2024-09-14,70.509,840.3248,56.4,0.0,22.076,33.152
2024-09-15,70.4859,839.0977,56.32,0.0449,19.275,33.477
2024-09-16,70.4579,837.6118,56.22,0.0449,15.978,33.176
2024-09-17,70.4308,836.1752,56.12,0.0,16.236,32.863
2024-09-18,70.4352,836.4084,56.13,35.7486,35.763,33.065
2024-09-19,70.5012,839.9103,56.37,1.8068,73.944,33.412
2024-09-20,70.5809,844.1512,56.65,21.2737,82.397,33.313
2024-09-21,72.5617,953.747,64.01,150.6777,1301.068,32.598
2024-09-22,73.758,1023.8405,68.71,0.0663,846.021,34.754
2024-09-23,74.004,1038.618,69.71,0.0,204.251,33.215
2024-09-24,74.1228,1045.7988,70.19,0.0,114.977,31.865
2024-09-25,74.1839,1049.5033,70.44,0.0,74.979,32.103
2024-09-26,74.2269,1052.1149,70.61,0.0,62.742,32.515
2024-09-27,74.2468,1053.3248,70.69,0.0,46.358,32.354
2024-09-28,74.2569,1053.9392,70.73,0.0,39.479,32.368
2024-09-29,74.2658,1054.4808,70.77,0.0,39.54,33.272
2024-09-30,74.2501,1053.5256,70.71,0.0,23.286,34.342
2024-10-01,74.239,1052.8505,70.66,0.7719,24.442,32.255
2024-10-02,74.2378,1052.7775,70.66,0.0,31.22,32.064
2024-10-03,74.2358,1052.6559,70.65,6.1921,30.557,31.964
2024-10-04,74.228,1052.1818,70.62,0.0525,26.442,31.93
2024-10-05,74.2218,1051.805,70.59,0.0,27.65,32.011
2024-10-06,74.2109,1051.1427,70.55,0.3325,24.181,31.846
2024-10-07,74.2031,1050.6689,70.51,3.8581,26.569,32.052
2024-10-08,74.1889,1049.8068,70.46,0.0,22.506,32.485
2024-10-09,74.1739,1048.8965,70.4,0.0663,21.777,32.313
2024-10-10,74.1549,1047.7441,70.32,0.037,19.156,32.494
2024-10-11,74.1369,1046.653,70.25,0.0,19.569,32.197
2024-10-12,74.1169,1045.4415,70.16,0.0,18.349,32.371
2024-10-13,74.097,1044.2369,70.08,0.0,18.156,32.098
2024-10-14,74.0859,1043.5653,70.04,6.6849,24.5,32.273
2024-10-15,74.1008,1044.4668,70.1,11.8362,42.578,32.143
2024-10-16,74.097,1044.2369,70.08,0.1491,30.017,32.679
2024-10-17,74.086,1043.5714,70.04,0.0,24.763,32.466
2024-10-18,74.1348,1046.5258,70.24,17.9437,66.445,32.25
2024-10-19,74.1668,1048.4657,70.37,9.8289,54.667,32.214
2024-10-20,74.1918,1049.9828,70.47,0.0,49.644,32.085
2024-10-21,74.1988,1050.4078,70.5,2.5733,37.194,32.275
2024-10-22,74.2326,1052.4614,70.63,21.0488,56.05,32.282
2024-10-23,74.283,1055.5279,70.84,1.6346,68.787,33.295
2024-10-24,74.336,1058.7582,71.06,0.0,69.859,32.471
2024-10-25,74.361,1060.2839,71.16,0.0,49.826,32.167
2024-10-26,74.3781,1061.3283,71.23,0.0,43.857,31.77
2024-10-27,74.3859,1061.8048,71.26,1.5597,37.694,32.178
2024-10-28,74.388,1061.9332,71.27,0.3412,33.578,32.093
2024-10-29,74.379,1061.3832,71.23,0.0,25.741,32.106
2024-10-30,74.3782,1061.3344,71.23,0.0,31.862,32.428
2024-10-31,74.3669,1060.6442,71.18,0.0,24.44,32.428
2024-11-01,74.3608,1060.2717,71.16,3.2533,27.796,32.107
2024-11-02,74.3499,1059.6064,71.11,0.4799,24.382,32.083
2024-11-03,74.3388,1058.929,71.07,0.0,24.525,32.364
2024-11-04,74.3228,1057.9531,71.0,0.0,20.818,32.113
