분류,지점명,채수위치,조사일,수온(℃),pH,DO(㎎/L),투명도,탁도,Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖),유해남조류 우점종 및 세포수(속별),유해남조류 우점종 및 세포수(속별).1,유해남조류 우점종 및 세포수(속별).2,유해남조류 우점종 및 세포수(속별).3,냄새물질 (ng/L),냄새물질 (ng/L).1,조류독소(㎍/L),조류독소(㎍/L).1,조류독소(㎍/L).2,조류독소(㎍/L).3,조류독소(㎍/L).4,조류독소(㎍/L).5,평균기온(°C),일강수량(mm),합계 일조시간(hr),합계 일사량(MJ/m2)
호소,대청호,추동,2017-05-15,13.2,7.8,10.5,3.7,1.9,2.6,0.0,0.0,0.0,0.0,0.0,3.060240963855422,0.0,0.0,0.7,0.0,0.0,0.0,0.0,16.7,0.0,13.2,31.16
호소,대청호,문의,2017-05-15,16.6,8.2,10.5,3.4,1.6,3.4,34.0,0.0,0.0,0.0,34.0,3.0843373493975905,0.0,0.0,0.7,0.0,0.0,0.0,0.0,16.7,0.0,13.2,31.16
호소,대청호,회남,2017-05-15,11.6,7.8,10.1,6.7,1.2,1.6,0.0,0.0,0.0,0.0,0.0,3.108433734939759,0.0,0.0,0.7,0.0,0.0,0.0,0.0,16.7,0.0,13.2,31.16
호소,대청호,문의,2017-05-22,17.8,8.8,8.7,4.1,1.5,3.1,0.0,0.0,0.0,0.0,0.0,3.132530120481928,0.0,0.0,0.7,0.0,0.0,0.0,0.0,21.7,0.0,13.3,30.86
호소,대청호,추동,2017-05-22,15.0,8.6,10.2,4.2,2.1,4.7,0.0,0.0,0.0,0.0,0.0,3.1566265060240966,0.0,0.0,0.7,0.0,0.0,0.0,0.0,21.7,0.0,13.3,30.86
호소,대청호,회남,2017-05-22,12.5,8.5,9.0,6.4,1.8,2.5,0.0,0.0,0.0,0.0,0.0,3.180722891566265,0.0,0.0,0.7,0.0,0.0,0.0,0.0,21.7,0.0,13.3,30.86
호소,대청호,회남,2017-05-29,12.9,7.9,9.2,6.8,1.3,2.5,0.0,0.0,0.0,0.0,0.0,3.204819277108434,0.0,0.0,0.7,0.0,0.0,0.0,0.0,24.1,0.0,12.2,28.74
호소,대청호,문의,2017-05-29,18.8,8.3,11.7,3.9,1.5,3.7,0.0,0.0,0.0,0.0,0.0,3.2289156626506026,0.0,0.0,0.7,0.0,0.0,0.0,0.0,24.1,0.0,12.2,28.74
호소,대청호,추동,2017-05-29,16.2,8.1,11.3,2.9,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.253012048192771,0.0,0.0,0.7,0.0,0.0,0.0,0.0,24.1,0.0,12.2,28.74
호소,대청호,추동,2017-06-05,17.4,8.3,10.4,2.8,2.3,4.8,0.0,0.0,0.0,0.0,0.0,3.27710843373494,0.0,0.0,0.7,0.0,0.0,0.0,0.0,22.6,0.0,12.3,29.88
호소,대청호,회남,2017-06-05,13.5,7.8,8.7,4.2,1.8,2.7,0.0,0.0,0.0,0.0,0.0,3.3012048192771086,0.0,0.0,0.7,0.0,0.0,0.0,0.0,22.6,0.0,12.3,29.88
호소,대청호,문의,2017-06-05,20.4,8.9,11.8,2.3,2.0,6.7,0.0,0.0,0.0,0.0,0.0,3.325301204819277,0.0,0.0,0.7,0.0,0.0,0.0,0.0,22.6,0.0,12.3,29.88
호소,대청호,추동,2017-06-12,18.1,8.3,10.4,2.2,2.4,4.8,0.0,0.0,0.0,0.0,0.0,3.349397590361446,0.0,0.0,0.7,0.0,0.0,0.0,0.0,22.1,0.0,9.1,25.05
호소,대청호,회남,2017-06-12,13.4,8.0,8.8,2.6,1.8,3.6,0.0,0.0,0.0,0.0,0.0,3.3734939759036147,0.0,0.0,0.7,0.0,0.0,0.0,0.0,22.1,0.0,9.1,25.05
호소,대청호,문의,2017-06-12,21.4,9.0,11.8,1.9,2.4,11.0,0.0,0.0,0.0,0.0,0.0,3.397590361445783,0.0,0.0,0.7,0.0,0.0,0.0,0.0,22.1,0.0,9.1,25.05
호소,대청호,추동,2017-06-19,20.1,8.6,10.4,2.4,3.2,7.2,0.0,0.0,0.0,0.0,0.0,3.421686746987952,0.0,0.0,0.7,0.0,0.0,0.0,0.0,26.1,0.0,12.4,28.64
호소,대청호,회남,2017-06-19,14.4,8.3,8.2,3.1,1.7,2.0,0.0,0.0,0.0,0.0,0.0,3.4457831325301207,0.0,0.0,0.7,0.0,0.0,0.0,0.0,26.1,0.0,12.4,28.64
호소,대청호,문의,2017-06-19,22.4,9.2,12.8,1.9,2.7,13.4,48.0,0.0,0.0,0.0,48.0,3.4698795180722892,0.0,0.0,0.7,0.0,0.0,0.0,0.0,26.1,0.0,12.4,28.64
호소,대청호,추동,2017-06-26,20.8,8.7,10.1,1.7,2.6,8.8,0.0,0.0,0.0,0.0,0.0,3.493975903614458,0.0,0.0,0.7,0.0,0.0,0.0,0.0,23.9,1.8,4.1,15.51
호소,대청호,문의,2017-06-26,23.4,9.3,12.3,2.7,2.3,4.8,0.0,0.0,0.0,0.0,0.0,3.5180722891566267,0.0,0.0,0.7,0.0,0.0,0.0,0.0,23.9,1.8,4.1,15.51
호소,대청호,회남,2017-06-26,15.0,8.4,7.9,2.2,1.7,3.0,0.0,0.0,0.0,0.0,0.0,3.5421686746987953,0.0,0.0,0.7,0.0,0.0,0.0,0.0,23.9,1.8,4.1,15.51
호소,대청호,문의,2017-07-03,25.5,9.0,9.6,1.1,13.2,2.9,0.0,0.0,0.0,0.0,0.0,3.5662650602409642,0.0,0.0,0.7,0.0,0.0,0.0,0.0,25.3,69.9,0.6,8.72
호소,대청호,추동,2017-07-03,21.8,8.4,9.1,1.5,3.0,9.7,0.0,0.0,0.0,0.0,0.0,3.5903614457831328,0.0,0.0,0.7,0.0,0.0,0.0,0.0,25.3,69.9,0.6,8.72
호소,대청호,회남,2017-07-03,16.1,7.9,5.8,3.9,1.6,2.4,0.0,0.0,0.0,0.0,0.0,3.6144578313253013,0.0,0.0,0.7,0.0,0.0,0.0,0.0,25.3,69.9,0.6,8.72
호소,대청호,문의,2017-07-10,26.3,8.9,10.1,0.8,6.0,6.3,0.0,0.0,0.0,0.0,0.0,3.6385542168674703,0.0,0.0,0.7,0.0,0.0,0.0,0.0,25.8,35.0,0.6,7.68
호소,대청호,추동,2017-07-10,22.5,8.5,9.3,0.9,4.1,10.7,0.0,0.0,0.0,0.0,0.0,3.662650602409639,0.0,0.0,0.7,0.0,0.0,0.0,0.0,25.8,35.0,0.6,7.68
호소,대청호,회남,2017-07-10,16.8,8.1,6.2,2.6,4.0,3.3,964.0,0.0,964.0,0.0,0.0,3.6867469879518073,0.0,0.0,0.7,0.0,0.0,0.0,0.0,25.8,35.0,0.6,7.68
호소,대청호,문의,2017-07-17,26.3,8.5,9.0,1.7,6.4,2.1,0.0,0.0,0.0,0.0,0.0,3.7108433734939763,0.0,0.0,0.7,0.0,0.0,0.0,0.0,25.6,7.1,0.0,8.58
호소,대청호,추동,2017-07-17,23.2,8.4,8.5,1.7,3.3,6.1,68.0,0.0,0.0,0.0,68.0,3.734939759036145,0.0,0.0,0.7,0.0,0.0,0.0,0.0,25.6,7.1,0.0,8.58
호소,대청호,회남,2017-07-17,19.8,8.3,6.3,2.5,10.6,7.9,4402.0,3620.0,782.0,0.0,0.0,3.7590361445783134,0.0,0.0,0.7,0.0,0.0,0.0,0.0,25.6,7.1,0.0,8.58
호소,대청호,문의,2017-07-24,26.6,8.4,8.4,2.8,3.4,2.4,980.0,980.0,0.0,0.0,0.0,3.7831325301204823,0.0,0.0,0.7,0.0,0.0,0.0,0.0,28.8,0.7,0.0,8.75
호소,대청호,추동,2017-07-24,24.0,8.1,6.3,2.1,3.1,4.8,0.0,0.0,0.0,0.0,0.0,3.807228915662651,0.0,0.0,0.7,0.0,0.0,0.0,0.0,28.8,0.7,0.0,8.75
호소,대청호,회남,2017-07-24,18.8,8.3,6.8,1.9,6.4,6.4,4594.0,2540.0,1318.0,736.0,0.0,3.8313253012048194,0.0,0.0,0.7,0.0,0.0,0.0,0.0,28.8,0.7,0.0,8.75
호소,대청호,추동,2017-07-31,24.5,7.8,5.4,2.2,3.2,3.1,0.0,0.0,0.0,0.0,0.0,3.855421686746988,0.0,0.0,0.7,0.0,0.0,0.0,0.0,25.1,29.2,0.0,3.86
호소,대청호,회남,2017-07-31,19.8,8.2,5.2,0.9,7.2,13.2,38964.0,37906.0,102.0,834.0,122.0,3.879518072289157,0.0,0.0,0.7,0.0,0.0,0.0,0.0,25.1,29.2,0.0,3.86
호소,대청호,문의,2017-07-31,26.5,8.3,7.2,0.9,3.0,3.7,1960.0,1960.0,0.0,0.0,0.0,3.9036144578313254,0.0,0.0,0.7,0.0,0.0,0.0,0.0,25.1,29.2,0.0,3.86
호소,대청호,추동,2017-08-07,25.2,8.2,5.3,3.2,3.2,4.6,0.0,0.0,0.0,0.0,0.0,3.927710843373494,0.0,0.0,0.7,0.0,0.0,0.0,0.0,29.4,0.0,11.2,24.26
호소,대청호,문의,2017-08-07,27.8,8.2,5.3,4.5,2.0,4.2,2660.0,1600.0,0.0,1060.0,0.0,3.951807228915663,0.0,0.0,0.7,0.0,0.0,0.0,0.0,29.4,0.0,11.2,24.26
호소,대청호,회남,2017-08-07,21.2,8.5,5.6,1.3,6.4,6.0,20724.0,20026.0,0.0,620.0,78.0,3.9759036144578315,0.0,0.0,0.7,0.0,0.0,0.0,0.0,29.4,0.0,11.2,24.26
호소,대청호,회남,2017-08-10,20.8,8.1,4.6,1.5,6.6,7.2,18724.0,17080.0,286.0,850.0,508.0,4.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,26.4,3.8,4.0,14.59
호소,대청호,문의,2017-08-14,27.2,8.3,5.4,2.8,3.4,6.0,5224.0,2882.0,146.0,2000.0,196.0,2.666666666666667,0.0,0.0,0.7,0.0,0.0,0.0,0.0,22.4,65.0,0.2,6.15
호소,대청호,추동,2017-08-14,25.5,8.0,5.2,1.9,2.9,4.0,1088.0,0.0,0.0,1054.0,34.0,1.3333333333333335,0.0,0.0,0.7,0.0,0.0,0.0,0.0,22.4,65.0,0.2,6.15
호소,대청호,회남,2017-08-14,20.1,8.5,4.6,0.5,17.2,25.4,85734.0,85560.0,0.0,174.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,22.4,65.0,0.2,6.15
호소,대청호,회남,2017-08-17,19.4,7.8,3.9,1.0,10.3,19.4,63944.0,63540.0,0.0,214.0,190.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,25.7,1.2,5.2,17.79
호소,대청호,추동,2017-08-21,25.3,7.9,4.0,1.9,4.4,9.8,14422.0,13580.0,78.0,632.0,132.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,24.7,36.1,0.1,6.86
호소,대청호,문의,2017-08-21,26.9,8.3,5.3,2.5,2.5,5.0,9540.0,8340.0,72.0,488.0,640.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,24.7,36.1,0.1,6.86
호소,대청호,회남,2017-08-21,20.1,8.2,6.5,0.4,26.6,38.7,206126.0,205340.0,0.0,786.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,24.7,36.1,0.1,6.86
호소,대청호,회남,2017-08-24,20.7,8.1,5.5,0.8,32.1,13.9,77554.0,76200.0,116.0,1180.0,58.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,27.5,49.8,3.0,9.99
호소,대청호,추동,2017-08-28,26.1,8.2,4.6,1.8,3.8,8.2,3202.0,3056.0,0.0,116.0,30.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,24.8,35.2,3.8,12.7
호소,대청호,문의,2017-08-28,26.6,8.4,4.3,1.8,3.6,7.3,918.0,420.0,168.0,268.0,62.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,24.8,35.2,3.8,12.7
호소,대청호,회남,2017-08-28,21.4,8.5,5.1,1.0,8.7,9.4,31940.0,31400.0,0.0,540.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,24.8,35.2,3.8,12.7
호소,대청호,회남,2017-08-31,20.9,8.1,3.9,1.8,6.0,7.5,16282.0,11684.0,0.0,4420.0,178.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,21.5,0.0,11.1,24.57
호소,대청호,추동,2017-09-04,26.1,8.3,6.4,1.6,4.0,10.2,8500.0,7340.0,156.0,582.0,422.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,22.4,0.0,8.5,21.18
호소,대청호,문의,2017-09-04,26.3,8.6,5.9,1.8,5.8,8.5,4724.0,2760.0,10.0,1798.0,156.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,22.4,0.0,8.5,21.18
호소,대청호,회남,2017-09-04,23.5,8.4,5.0,1.0,6.7,11.0,11024.0,9286.0,36.0,1658.0,44.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,22.4,0.0,8.5,21.18
호소,대청호,회남,2017-09-07,21.0,8.3,4.3,2.2,4.8,7.1,5476.0,4964.0,0.0,212.0,300.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,21.9,0.0,5.2,15.98
호소,대청호,추동,2017-09-11,25.3,7.8,5.7,2.1,4.1,11.0,3302.0,2160.0,0.0,1028.0,114.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,20.4,77.0,0.3,6.29
호소,대청호,회남,2017-09-11,22.2,8.0,4.5,2.6,5.5,5.1,2854.0,2344.0,0.0,166.0,344.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,20.4,77.0,0.3,6.29
호소,대청호,문의,2017-09-11,25.6,8.1,5.3,2.7,3.3,9.3,1242.0,660.0,0.0,474.0,108.0,0.0,0.0189873417721519,0.0,0.7,0.0,0.0,0.0,0.0,20.4,77.0,0.3,6.29
호소,대청호,문의,2017-09-18,25.1,7.8,6.8,2.6,2.7,7.6,1444.0,500.0,0.0,944.0,0.0,0.0,0.0379746835443038,0.0,0.7,0.0,0.0,0.0,0.0,21.3,0.0,10.8,21.21
호소,대청호,회남,2017-09-18,20.5,7.7,4.7,2.1,6.6,6.1,4068.0,1916.0,0.0,1958.0,194.0,0.0,0.056962025316455694,0.0,0.7,0.0,0.0,0.0,0.0,21.3,0.0,10.8,21.21
호소,대청호,추동,2017-09-18,25.0,7.9,8.7,1.6,4.5,12.6,5440.0,2420.0,84.0,2434.0,502.0,0.0,0.0759493670886076,0.0,0.7,0.0,0.0,0.0,0.0,21.3,0.0,10.8,21.21
호소,대청호,문의,2017-09-25,24.7,8.1,7.4,2.1,2.8,9.2,1618.0,1340.0,6.0,272.0,0.0,0.0,0.0949367088607595,0.0,0.7,0.0,0.0,0.0,0.0,23.1,0.0,8.3,18.79
호소,대청호,회남,2017-09-25,21.6,8.0,6.5,1.8,4.1,5.5,598.0,300.0,0.0,246.0,52.0,0.0,0.11392405063291139,0.0,0.7,0.0,0.0,0.0,0.0,23.1,0.0,8.3,18.79
호소,대청호,추동,2017-09-25,24.6,8.2,9.5,1.6,6.4,13.2,3242.0,2060.0,0.0,1040.0,142.0,0.0,0.1329113924050633,0.0,0.7,0.0,0.0,0.0,0.0,23.1,0.0,8.3,18.79
호소,대청호,문의,2017-09-29,22.2,8.1,7.6,2.9,1.8,8.3,506.0,180.0,0.0,326.0,0.0,0.0,0.1518987341772152,0.0,0.7,0.0,0.0,0.0,0.0,15.8,0.0,10.5,19.62
호소,대청호,추동,2017-09-29,23.4,8.2,8.3,1.9,3.7,10.8,5190.0,3800.0,0.0,1230.0,160.0,0.0,0.17088607594936708,0.0,0.7,0.0,0.0,0.0,0.0,15.8,0.0,10.5,19.62
호소,대청호,회남,2017-09-29,23.9,8.2,8.4,3.1,2.6,5.8,1368.0,360.0,0.0,914.0,94.0,0.0,0.189873417721519,0.0,0.7,0.0,0.0,0.0,0.0,15.8,0.0,10.5,19.62
호소,대청호,문의,2017-10-10,23.5,8.4,10.3,2.0,2.6,15.9,604.0,280.0,0.0,286.0,38.0,0.0,0.2088607594936709,0.0,0.7,0.0,0.0,0.0,0.0,22.3,0.0,5.0,12.58
호소,대청호,회남,2017-10-10,20.7,8.3,8.1,2.8,5.2,7.1,862.0,460.0,0.0,402.0,0.0,0.0,0.22784810126582278,0.0,0.7,0.0,0.0,0.0,0.0,22.3,0.0,5.0,12.58
호소,대청호,추동,2017-10-10,23.3,8.4,12.3,1.9,3.5,17.7,2448.0,1580.0,0.0,868.0,0.0,0.0,0.2468354430379747,0.0,0.7,0.0,0.0,0.0,0.0,22.3,0.0,5.0,12.58
호소,대청호,문의,2017-10-16,22.0,7.2,7.0,2.6,2.3,18.5,392.0,260.0,0.0,132.0,0.0,0.0,0.2658227848101266,0.0,0.7,0.0,0.0,0.0,0.0,16.0,0.0,4.4,11.15
호소,대청호,회남,2017-10-16,18.5,7.3,4.7,3.0,4.2,5.3,402.0,180.0,0.0,222.0,0.0,0.0,0.2848101265822785,0.0,0.7,0.0,0.0,0.0,0.0,16.0,0.0,4.4,11.15
호소,대청호,추동,2017-10-16,21.9,7.6,8.2,2.3,3.8,11.8,2080.0,1340.0,0.0,740.0,0.0,0.0,0.3037974683544304,0.0,0.7,0.0,0.0,0.0,0.0,16.0,0.0,4.4,11.15
호소,대청호,문의,2017-10-23,21.0,8.3,7.4,2.8,2.1,9.0,1768.0,1220.0,0.0,522.0,26.0,0.0,0.3227848101265823,0.0,0.7,0.0,0.0,0.0,0.0,13.0,0.0,9.8,16.83
호소,대청호,회남,2017-10-23,18.8,7.4,4.8,3.3,4.9,3.4,674.0,160.0,0.0,428.0,86.0,0.0,0.34177215189873417,0.0,0.7,0.0,0.0,0.0,0.0,13.0,0.0,9.8,16.83
호소,대청호,추동,2017-10-23,21.0,7.6,8.2,2.9,4.7,8.7,1432.0,656.0,0.0,748.0,28.0,0.0,0.3607594936708861,0.0,0.7,0.0,0.0,0.0,0.0,13.0,0.0,9.8,16.83
호소,대청호,문의,2017-10-30,19.8,7.5,7.1,4.2,1.7,6.3,660.0,88.0,0.0,522.0,50.0,0.0,0.379746835443038,0.0,0.7,0.0,0.0,0.0,0.0,7.0,0.0,9.9,16.92
호소,대청호,회남,2017-10-30,17.3,7.5,5.2,3.8,2.9,4.3,360.0,0.0,0.0,360.0,0.0,0.0,0.3987341772151899,0.0,0.7,0.0,0.0,0.0,0.0,7.0,0.0,9.9,16.92
호소,대청호,추동,2017-10-30,19.8,7.6,8.2,3.0,4.6,9.5,5614.0,2776.0,0.0,2748.0,90.0,0.0,0.4177215189873418,0.0,0.7,0.0,0.0,0.0,0.0,7.0,0.0,9.9,16.92
호소,대청호,추동,2017-11-06,18.6,7.7,8.6,2.8,5.7,10.7,3832.0,1066.0,0.0,2616.0,150.0,0.0,0.43670886075949367,0.0,0.7,0.0,0.0,0.0,0.0,9.2,0.0,9.2,14.46
호소,대청호,회남,2017-11-06,17.9,7.6,6.5,3.8,2.8,4.0,368.0,62.0,0.0,306.0,0.0,0.0,0.45569620253164556,0.0,0.7,0.0,0.0,0.0,0.0,9.2,0.0,9.2,14.46
호소,대청호,문의,2017-11-06,18.7,7.8,7.8,4.0,1.7,7.6,496.0,200.0,0.0,150.0,146.0,0.0,0.4746835443037975,0.0,0.7,0.0,0.0,0.0,0.0,9.2,0.0,9.2,14.46
호소,대청호,회남,2017-11-13,17.2,7.7,8.0,3.0,2.2,6.7,38.0,0.0,0.0,38.0,0.0,0.0,0.4936708860759494,0.0,0.7,0.0,0.0,0.0,0.0,7.3,0.0,1.5,6.49
호소,대청호,추동,2017-11-13,17.1,7.7,8.8,2.6,2.8,10.1,208.0,80.0,0.0,90.0,38.0,0.0,0.5126582278481013,0.0,0.7,0.0,0.0,0.0,0.0,7.3,0.0,1.5,6.49
호소,대청호,문의,2017-11-13,17.4,7.8,8.4,3.8,1.3,7.6,434.0,380.0,0.0,28.0,26.0,0.0,0.5316455696202532,0.0,0.7,0.0,0.0,0.0,0.0,7.3,0.0,1.5,6.49
호소,대청호,문의,2017-11-20,15.3,7.8,8.6,2.9,1.5,7.1,488.0,440.0,0.0,0.0,48.0,0.0,0.5506329113924051,0.0,0.7,0.0,0.0,0.0,0.0,3.7,0.0,7.7,11.92
호소,대청호,추동,2017-11-20,14.9,7.8,9.1,3.0,3.2,9.5,176.0,0.0,0.0,0.0,176.0,0.0,0.569620253164557,0.0,0.7,0.0,0.0,0.0,0.0,3.7,0.0,7.7,11.92
호소,대청호,회남,2017-11-20,15.5,7.7,8.4,3.1,2.6,6.6,132.0,0.0,0.0,94.0,38.0,0.0,0.5886075949367089,0.0,0.7,0.0,0.0,0.0,0.0,3.7,0.0,7.7,11.92
호소,대청호,문의,2017-11-27,13.9,7.6,9.0,3.4,2.1,5.0,34.0,34.0,0.0,0.0,0.0,0.0,0.6075949367088608,0.0,0.7,0.0,0.0,0.0,0.0,3.1,0.0,8.3,11.09
호소,대청호,추동,2017-11-27,13.4,7.8,9.4,2.3,1.9,6.9,886.0,820.0,0.0,0.0,66.0,0.0,0.6265822784810127,0.0,0.7,0.0,0.0,0.0,0.0,3.1,0.0,8.3,11.09
호소,대청호,회남,2017-11-27,13.9,7.6,8.5,2.6,2.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6455696202531646,0.0,0.7,0.0,0.0,0.0,0.0,3.1,0.0,8.3,11.09
호소,대청호,문의,2017-12-04,12.6,7.9,9.2,3.8,1.7,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6645569620253164,0.0,0.7,0.0,0.0,0.0,0.0,2.3,0.0,7.4,11.67
호소,대청호,추동,2017-12-04,12.1,7.8,9.8,3.0,2.3,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6835443037974683,0.0,0.7,0.0,0.0,0.0,0.0,2.3,0.0,7.4,11.67
호소,대청호,회남,2017-12-04,12.4,7.7,9.1,2.9,2.2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.7025316455696202,0.0,0.7,0.0,0.0,0.0,0.0,2.3,0.0,7.4,11.67
호소,대청호,추동,2017-12-11,10.5,7.8,10.1,3.0,2.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7215189873417722,0.0,0.7,0.0,0.0,0.0,0.0,-4.2,0.6,2.4,6.19
호소,대청호,회남,2017-12-11,10.9,7.7,9.4,3.5,2.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.7405063291139241,0.0,0.7,0.0,0.0,0.0,0.0,-4.2,0.6,2.4,6.19
호소,대청호,문의,2017-12-11,10.9,7.7,9.4,3.2,1.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.759493670886076,0.0,0.7,0.0,0.0,0.0,0.0,-4.2,0.6,2.4,6.19
호소,대청호,회남,2017-12-18,9.2,7.8,10.1,2.9,1.6,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7784810126582279,0.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,7.0,9.51
호소,대청호,문의,2017-12-18,9.1,7.7,9.8,3.0,1.5,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7974683544303798,0.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,7.0,9.51
호소,대청호,추동,2017-12-18,8.5,7.9,10.9,2.8,1.7,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.8164556962025317,0.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,7.0,9.51
호소,대청호,회남,2017-12-26,7.9,7.8,11.2,4.1,1.4,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8354430379746836,0.0,0.7,0.0,0.0,0.0,0.0,-1.1,0.3,5.5,4.31
호소,대청호,문의,2017-12-26,8.4,7.7,10.5,3.4,1.6,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8544303797468354,0.0,0.7,0.0,0.0,0.0,0.0,-1.1,0.3,5.5,4.31
호소,대청호,추동,2017-12-26,7.9,7.8,11.7,3.4,1.4,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8734177215189873,0.0,0.7,0.0,0.0,0.0,0.0,-1.1,0.3,5.5,4.31
호소,대청호,추동,2018-01-02,7.0,7.9,12.0,3.7,2.5,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8924050632911392,0.0,0.7,0.0,0.0,0.0,0.0,-1.0,0.0,0.3,2.33
호소,대청호,회남,2018-01-02,7.3,7.8,11.5,4.0,2.8,4.1,240.0,240.0,0.0,0.0,0.0,0.0,0.9113924050632911,0.0,0.7,0.0,0.0,0.0,0.0,-1.0,0.0,0.3,2.33
호소,대청호,문의,2018-01-02,7.5,7.7,10.5,3.1,2.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.9303797468354431,0.0,0.7,0.0,0.0,0.0,0.0,-1.0,0.0,0.3,2.33
호소,대청호,문의,2018-01-08,6.8,7.5,10.9,3.7,1.7,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.949367088607595,0.0,0.7,0.0,0.0,0.0,0.0,1.5,3.6,0.0,1.05
호소,대청호,추동,2018-01-08,6.4,7.7,12.4,3.1,1.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9683544303797469,0.0,0.7,0.0,0.0,0.0,0.0,1.5,3.6,0.0,1.05
호소,대청호,회남,2018-01-08,6.6,7.7,12.3,4.6,2.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9873417721518988,0.0,0.7,0.0,0.0,0.0,0.0,1.5,3.6,0.0,1.05
호소,대청호,추동,2018-01-15,5.3,7.7,13.7,3.7,1.4,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0063291139240507,0.0,0.7,0.0,0.0,0.0,0.0,5.5,0.0,7.5,6.4
호소,대청호,회남,2018-01-15,5.8,7.7,13.3,4.5,1.2,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0253164556962027,0.0,0.7,0.0,0.0,0.0,0.0,5.5,0.0,7.5,6.4
호소,대청호,문의,2018-01-15,6.2,7.6,11.9,3.4,1.9,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0443037974683544,0.0,0.7,0.0,0.0,0.0,0.0,5.5,0.0,7.5,6.4
호소,대청호,문의,2018-01-22,6.0,7.2,9.3,3.7,1.7,9.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0632911392405064,0.0,0.7,0.0,0.0,0.0,0.0,3.0,0.8,1.2,6.34
호소,대청호,추동,2018-01-22,5.7,7.5,11.4,4.7,1.6,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0822784810126582,0.0,0.7,0.0,0.0,0.0,0.0,3.0,0.8,1.2,6.34
호소,대청호,회남,2018-01-22,5.6,7.5,11.4,5.6,1.2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.1012658227848102,0.0,0.7,0.0,0.0,0.0,0.0,3.0,0.8,1.2,6.34
호소,대청호,문의,2018-01-29,5.125,7.525,11.65,5.324999999999999,1.25,3.675,0.0,0.0,0.0,0.0,0.0,0.0,1.120253164556962,0.0,0.7,0.0,0.0,0.0,0.0,-6.8,0.0,9.2,8.42
호소,대청호,추동,2018-01-29,4.65,7.55,11.9,5.05,1.2999999999999998,3.85,0.0,0.0,0.0,0.0,0.0,0.0,1.139240506329114,0.0,0.7,0.0,0.0,0.0,0.0,-6.8,0.0,9.2,8.42
호소,대청호,회남,2018-01-29,4.175,7.574999999999999,12.15,4.775,1.3499999999999999,4.025,0.0,0.0,0.0,0.0,0.0,0.0,1.1582278481012658,0.0,0.7,0.0,0.0,0.0,0.0,-6.8,0.0,9.2,8.42
호소,대청호,회남,2018-02-05,3.7,7.6,12.4,4.5,1.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.1772151898734178,0.0,0.7,0.0,0.0,0.0,0.0,-8.1,0.0,9.1,8.58
