채수위치,조사일,수온(℃),pH,DO(㎎/L),투명도,탁도,Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖),수위(EL.m),저수량(백만㎥),저수율(%),강우량(mm),유입량(㎥/s),총방류량(㎥/s),평균기온(°C),일강수량(mm),합계 일조시간(hr),합계 일사량(MJ/m2),TN(㎎/L),TP(㎎/L),NP_Ratio,Retention_Index,7일뒤_AI예측_세포수,조류경보제 발령 예상
문의,2022-01-17,7.0,7.3,10.0,3.5,1.1,3.4,0.0,73.26,994.305,66.73,0.055,39.195,32.391,-3.1,0.0,4.1,8.59,1.219,0.007,174.14285714285714,30.696952857275168,0.0,해제
문의,2022-02-14,5.6,7.6,11.2,4.6,1.1,3.6,0.0,72.542,952.6173,63.93,0.0663,14.816,32.074,4.1,0.0,7.6,13.23,1.227,0.008,153.375,29.700607969071523,0.0,해제
문의,2022-02-21,4.8,7.5,11.7,4.4,1.2,3.9,0.0,72.35,941.649,63.2,0.0,14.505,32.304,-0.7,0.0,7.1,13.57,1.273,0.007,181.85714285714283,29.149609955423475,0.0,해제
문의,2022-03-14,7.1,7.6,12.1,3.6,1.9,2.8,0.0,71.84,912.882,61.27,3.5794,27.393,33.862,11.3,3.2,0.2,2.98,1.16,0.008,145.0,26.958891973303405,0.0,해제
문의,2022-04-25,12.7,7.9,11.1,5.0,1.2,1.8,0.0,71.811,911.2623,61.16,5.7397,19.784,37.237,20.1,6.7,2.3,13.49,1.155,0.007,165.0,24.47195799876467,0.0,해제
문의,2022-05-09,12.7,8.3,10.8,3.3,1.5,3.4,0.0,71.44,890.6938,59.78,1.2445,19.475,51.368,17.3,2.7,9.8,25.98,1.21,0.009,134.44444444444446,17.339468151378288,0.0,해제
문의,2022-05-30,17.7,9.2,10.8,4.9,1.1,4.3,0.0,70.148,821.2739,55.12,0.5858,10.734,50.814,21.4,0.0,0.2,11.04,1.2,0.008,150.0,16.162354862833077,0.0,해제
문의,2022-06-07,19.6,8.7,10.7,3.8,1.5,8.2,0.0,69.46,785.7097,52.73,9.7251,10.049,63.253,17.3,0.0,1.6,8.0,1.218,0.01,121.8,12.421698575561631,0.0,해제
문의,2022-06-13,20.5,8.9,10.7,2.8,2.3,8.7,0.0,68.969,760.9254,51.07,0.0,10.269,62.999,23.1,0.0,9.8,25.13,1.19,0.007,170.0,12.078372672582104,66.0,해제
문의,2022-06-27,24.5,8.7,9.2,2.5,1.7,5.4,0.0,68.271,726.5482,48.76,2.1126,42.755,59.617,28.0,3.6,0.4,11.59,1.192,0.015,79.46666666666667,12.186929902544575,693.0,해제
문의,2022-07-04,25.9,9.7,8.5,2.8,2.0,6.8,0.0,68.03,714.9123,47.98,2.2919,19.841,35.417,27.6,0.0,4.9,17.32,1.067,0.011,97.0,20.18556907699692,1201.0,관심
문의,2022-07-11,25.8,9.2,8.1,2.6,1.9,8.2,94.0,67.815,704.6329,47.29,8.5172,20.956,38.594,25.1,16.3,0.3,9.27,1.076,0.02,53.8,18.257576307198008,265.0,해제
문의,2022-07-18,27.2,8.0,7.8,2.7,2.4,6.1,0.0,67.71,699.6474,46.96,68.643,82.656,38.869,22.3,57.4,0.0,4.3,0.956,0.011,86.9090909090909,18.000138928194705,20.0,해제
문의,2022-07-25,26.8,9.1,7.3,3.3,1.7,6.4,276.0,68.4488,735.2096,49.34,0.3917,51.698,35.409,27.2,0.4,8.3,23.38,0.968,0.011,88.0,20.763353949560848,1602.0,관심
문의,2022-08-01,28.6,8.8,8.6,3.5,1.4,5.6,0.0,68.2452,725.2968,48.68,4.5771,31.848,57.008,27.6,4.4,3.7,18.0,0.843,0.012,70.25,12.722719618299184,1150.0,관심
문의,2022-08-08,29.9,8.7,7.9,3.8,1.5,5.1,0.0,68.0804,717.3358,48.14,0.037,21.536,60.371,28.6,0.0,0.1,7.38,0.848,0.011,77.0909090909091,11.882125523844229,860.0,해제
문의,2022-08-29,26.4,7.5,3.3,2.7,2.1,6.3,612.0,73.73,1022.1664,68.6,2.8297,46.336,124.509,19.6,4.5,0.0,4.19,0.989,0.018,54.94444444444445,8.209578424049667,2619.0,관심
문의,2022-09-05,26.0,7.5,5.9,2.0,2.9,14.3,4060.0,71.734,906.9701,60.87,38.6906,193.618,786.544,22.6,46.5,0.0,3.94,1.069,0.02,53.45,1.1531078998759128,3566.0,관심
문의,2022-09-13,24.8,8.1,7.2,1.4,4.6,20.5,4360.0,73.58,1013.2252,68.0,0.1265,71.859,85.626,24.5,0.0,0.7,10.85,1.165,0.018,64.72222222222223,11.833148809940903,4023.0,관심
문의,2022-10-04,23.8,7.9,8.0,2.5,3.0,19.5,636.0,73.34,999.0153,67.05,35.2082,93.514,32.192,20.0,43.5,1.9,9.55,1.304,0.014,93.14285714285714,31.033029945328032,2129.0,관심
문의,2022-10-11,21.9,8.0,8.4,2.2,2.3,29.1,472.0,73.3968,1002.3677,67.27,0.1055,25.335,34.363,12.0,0.0,8.5,17.78,1.524,0.011,138.54545454545456,29.16997060792131,1076.0,관심
문의,2022-11-28,15.3,7.7,8.5,2.7,1.8,9.5,46.0,72.1796,931.978,62.55,14.4172,26.438,33.25,7.3,30.1,1.4,2.63,1.473,0.008,184.125,28.029413533834585,61.0,해제
문의,2022-12-12,12.0,7.7,9.0,3.7,1.8,8.3,148.0,71.913,916.9669,61.54,0.0,42.795,40.85,1.6,0.0,4.2,6.82,1.414,0.01,141.39999999999998,22.447170134638924,0.0,해제
문의,2023-01-09,7.0,7.3,9.2,3.4,1.9,2.7,0.0,71.1456,874.5733,58.7,0.11,25.561,31.613,1.9,0.0,3.3,6.14,1.392,0.006,232.0,27.664989086768102,0.0,해제
문의,2023-01-16,7.0,7.3,9.3,3.9,1.6,3.2,0.0,71.0636,870.115,58.4,0.0,27.882,31.652,-3.1,0.0,7.7,12.1,1.364,0.005,272.8,27.49004802224188,0.0,해제
문의,2023-05-22,17.3,8.5,10.7,4.5,1.5,6.7,0.0,67.8433,705.9805,47.38,1.2259,16.828,55.877,17.5,5.7,3.4,13.64,1.338,0.011,121.63636363636364,12.634545519623458,124.0,해제
문의,2023-06-26,25.9,8.6,9.3,3.0,2.6,10.4,230.0,67.486,689.0879,46.25,54.8108,69.697,55.589,23.8,54.5,0.0,5.04,1.186,0.013,91.23076923076924,12.396119735918976,0.0,해제
문의,2023-07-10,25.4,7.7,5.5,2.0,4.8,5.6,82.0,73.0036,979.2967,65.72,13.5878,374.481,470.084,26.5,36.2,8.3,22.11,1.155,0.023,50.21739130434783,2.0832376766705525,2960.0,관심
문의,2023-09-18,26.3,8.1,5.4,0.5,18.5,28.7,42000.0,75.4292,1126.6709,75.62,0.5403,167.843,60.646,24.5,2.2,7.4,19.23,1.171,0.032,36.59375,18.577827061966165,9197.0,관심
문의,2023-09-25,25.1,7.5,4.0,1.4,9.8,10.7,7542.0,77.4476,1258.4823,84.46,1.4729,115.218,218.658,21.4,4.0,2.9,13.23,1.168,0.025,46.71999999999999,5.75548253436874,5619.0,관심
문의,2023-11-06,20.3,7.2,7.2,1.7,3.6,11.4,3040.0,74.7672,1085.2534,72.84,12.2568,25.835,32.426,15.5,11.5,3.1,7.65,1.32,0.011,120.0,33.46861777585888,2900.0,관심
문의,2023-11-27,15.2,7.0,7.9,2.7,2.4,8.9,896.0,74.53,1070.6314,71.85,3.3888,25.073,32.181,7.0,3.0,0.8,3.19,1.565,0.013,120.3846153846154,33.269053168018395,752.0,해제
문의,2023-12-11,13.2,7.1,8.6,3.1,1.7,4.3,0.0,74.3216,1057.88,71.0,34.4989,40.275,32.09,11.9,37.0,0.0,0.85,1.645,0.018,91.3888888888889,32.96603303209723,1082.0,관심
문의,2024-01-22,7.1,7.2,11.1,2.4,1.9,6.6,0.0,75.3336,1120.6344,75.21,0.0,101.193,32.997,-5.4,0.0,1.7,6.36,1.406,0.021,66.95238095238095,33.96170560960087,0.0,해제
문의,2024-02-05,6.4,7.3,11.4,2.5,2.2,7.7,44.0,75.5996,1137.477,76.34,13.4313,55.133,40.712,4.1,12.3,0.0,3.26,1.492,0.023,64.86956521739131,27.93960011790136,0.0,해제
문의,2024-02-19,6.7,7.4,11.7,2.6,2.5,9.7,0.0,75.84,1152.8233,77.37,20.1523,129.184,40.056,9.8,16.6,0.0,2.2,1.395,0.01,139.5,28.780290093868587,245.0,해제
문의,2024-03-25,8.1,7.8,12.6,3.0,2.4,7.9,0.0,74.6853,1080.1917,72.5,9.0732,38.321,40.821,9.4,6.8,0.0,5.04,1.426,0.008,178.25,26.461666789152645,0.0,해제
문의,2024-04-15,11.7,8.4,12.0,3.5,1.8,5.6,14.0,73.8739,1030.7873,69.18,10.0376,46.138,41.203,16.2,7.5,0.0,3.29,1.516,0.016,94.75,25.017287576147364,0.0,해제
문의,2024-04-22,12.2,8.0,11.5,3.5,1.8,5.8,0.0,73.9568,1035.773,69.51,0.0,42.117,33.057,17.4,0.0,6.2,19.42,1.606,0.011,146.00000000000003,31.33294007320688,0.0,해제
문의,2024-04-29,13.1,8.2,11.2,3.0,2.1,8.5,0.0,73.916,1033.3175,69.35,2.5029,26.804,33.07,17.2,0.8,0.0,6.96,1.774,0.021,84.47619047619047,31.246371333534928,0.0,해제
문의,2024-05-07,12.8,8.0,9.7,4.2,1.9,5.4,0.0,73.7322,1022.2978,68.61,13.6896,73.171,56.507,12.9,14.1,0.0,5.6,1.664,0.034,48.94117647058823,18.091524943812274,0.0,해제
문의,2024-07-15,24.3,8.3,6.6,0.3,14.3,7.0,461.0,70.309,829.7371,55.69,1.3326,193.933,1448.797,26.6,0.2,7.0,20.76,1.122,0.031,36.193548387096776,0.572707632608295,2257.0,관심
문의,2024-07-23,25.4,7.7,6.5,1.2,14.5,13.9,1933.0,71.3467,885.5656,59.43,1.0622,239.879,43.218,27.2,3.9,0.0,4.96,1.21,0.028,43.21428571428572,20.49066592623444,5250.0,관심
문의,2024-08-05,27.8,9.4,7.9,1.3,6.9,12.3,43992.0,71.8816,915.2085,61.42,11.9,38.177,48.609,27.4,34.3,5.4,15.35,1.296,0.031,41.80645161290322,18.827963957291857,8729.0,관심
문의,2024-08-19,27.7,9.0,5.6,0.8,5.9,7.2,42552.0,71.3332,884.8251,59.38,0.0,15.503,48.413,29.9,0.1,9.0,21.04,1.101,0.045,24.46666666666667,18.276601326090105,8574.0,관심
문의,2024-09-02,27.3,9.0,4.9,1.2,4.5,9.9,22385.0,70.8602,859.1159,57.66,0.1019,12.853,33.94,24.8,0.0,1.5,8.26,1.055,0.038,27.76315789473684,25.312784325279907,8699.0,관심
문의,2024-10-07,24.0,6.9,5.2,2.2,4.9,1.9,12039.0,74.2031,1050.6689,70.51,3.8581,26.569,32.052,17.0,2.3,1.0,8.24,1.143,0.03,38.1,32.78013540496693,5992.0,관심
문의,2024-10-14,23.1,7.1,6.0,2.7,2.4,9.5,8977.0,74.0859,1043.5653,70.04,6.6849,24.5,32.273,17.7,8.3,0.0,3.57,1.205,0.029,41.55172413793103,32.335552938989245,4595.0,관심
문의,2024-10-21,22.0,7.0,6.0,2.8,2.4,8.4,2944.0,74.1988,1050.4078,70.5,2.5733,37.194,32.275,13.9,0.4,0.7,6.66,1.212,0.027,44.888888888888886,32.545555383423704,2406.0,관심
문의,2024-10-28,21.1,7.0,6.8,2.6,2.9,7.5,597.0,74.388,1061.9332,71.27,0.3412,33.578,32.093,14.8,0.0,0.4,5.37,1.349,0.031,43.516129032258064,33.08924687626585,1640.0,관심
문의,2024-11-25,16.9,6.8,6.4,3.3,1.4,6.9,115.0,73.89,1031.7544,69.25,0.2732,15.627,32.117,9.7,0.3,7.5,10.98,1.282,0.024,53.41666666666666,32.12486844973068,22.0,해제
문의,2024-12-02,15.5,6.9,7.0,4.0,1.5,6.1,0.0,73.8379,1028.6266,69.04,0.0,22.49,32.281,8.3,0.0,5.1,7.75,1.452,0.014,103.71428571428572,31.864768749419166,0.0,해제
문의,2024-12-16,12.3,6.9,8.2,3.8,1.7,5.6,0.0,73.613,1015.1883,68.13,0.3145,21.108,32.065,2.7,0.1,6.8,10.22,1.478,0.014,105.57142857142856,31.660324341181976,0.0,해제
문의,2025-01-06,9.0,7.1,9.0,2.6,3.5,4.2,130.0,73.13,986.6786,66.22,3.4313,12.02,33.032,2.0,1.8,1.2,4.69,1.4,0.015,93.33333333333331,29.870386292080408,0.0,해제
문의,2025-02-03,6.4,6.8,10.2,3.5,1.6,4.2,0.0,72.4215,945.7247,63.47,0.1608,20.769,32.994,-1.4,0.2,9.0,15.17,1.311,0.012,109.25,28.663535794386856,0.0,해제
문의,2025-02-10,5.4,6.8,11.1,4.7,1.5,5.6,0.0,72.2438,935.6146,62.79,0.0273,22.634,32.745,-2.6,0.0,5.1,10.56,1.313,0.007,187.57142857142856,28.57274698427241,0.0,해제
문의,2025-03-04,5.3,7.1,12.0,3.1,2.0,6.8,0.0,71.8099,911.2009,61.15,3.5201,63.691,32.965,3.4,0.9,0.8,6.16,1.439,0.015,95.93333333333334,27.641465190353404,0.0,해제
문의,2025-03-24,10.3,7.1,11.8,2.3,1.5,2.1,0.0,71.7888,910.0236,61.08,0.0,22.14,35.056,16.6,0.0,8.3,19.25,1.288,0.016,80.5,25.95913966225468,0.0,해제
문의,2025-04-14,11.0,8.1,11.5,2.3,1.8,6.8,0.0,71.347,885.5821,59.44,4.6288,26.864,32.58,5.1,6.2,0.9,9.1,1.254,0.008,156.75,27.18177102516881,0.0,해제
문의,2025-06-02,19.1,8.4,10.2,5.5,1.2,3.2,56.0,70.2249,825.3096,55.39,0.0,19.725,77.684,20.4,0.0,0.0,9.34,1.205,0.01,120.5,10.623932856186602,0.0,해제
문의,2025-06-16,23.3,8.6,9.7,3.6,1.2,6.3,111.0,69.3958,782.4408,52.51,9.7324,151.038,261.574,24.2,26.3,3.8,12.91,1.19,0.021,56.66666666666666,2.991278949742711,0.0,해제
문의,2025-07-14,26.0,8.1,5.3,3.4,2.2,4.7,569.0,69.1723,771.1271,51.75,6.8218,20.209,45.835,23.4,20.9,4.0,16.43,1.182,0.021,56.28571428571428,16.82397949165485,1626.0,관심
문의,2025-08-04,26.9,8.5,5.6,1.1,4.2,20.0,17585.0,72.4774,948.9185,63.69,19.7962,129.492,49.572,28.4,11.4,6.2,20.96,1.262,0.036,35.05555555555556,19.14222746711853,8889.0,관심
문의,2025-08-11,27.6,8.1,4.9,1.2,3.7,15.8,11129.0,72.1459,930.0724,62.42,4.9376,53.868,157.308,24.3,2.3,0.3,7.51,1.307,0.02,65.35,5.912429119943042,6070.0,관심
문의,2025-08-25,28.9,7.9,3.7,2.3,4.9,10.1,22641.0,71.6228,900.793,60.46,0.0,15.078,47.895,30.3,0.0,8.6,22.17,1.265,0.026,48.65384615384615,18.807662595260464,8517.0,관심
문의,2025-09-01,28.9,8.1,3.7,1.6,5.7,7.4,8565.0,71.3987,888.4215,59.63,21.7629,29.285,37.113,26.8,7.4,5.6,16.24,1.297,0.022,58.95454545454545,23.93828308140005,7467.0,관심
문의,2025-09-08,27.9,8.2,3.4,2.0,4.3,4.3,6920.0,71.8292,912.2786,61.23,0.3021,182.35,37.997,22.2,0.0,0.1,7.38,1.216,0.024,50.66666666666666,24.009227044240333,5341.0,관심
문의,2025-09-29,25.7,7.5,6.2,2.7,3.4,4.8,8407.0,73.6409,1016.8497,68.24,0.1676,95.542,32.889,19.9,0.0,4.7,13.08,1.18,0.02,58.99999999999999,30.9176229134361,5243.0,관심
문의,2026-01-12,7.4,7.6,10.0,2.7,2.7,3.5,0.0,73.984,1037.4119,69.62,0.3237,17.198,33.182,-1.5,1.3,3.7,6.5,1.425,0.015,95.0,31.264296907962148,0.0,해제
문의,2026-01-19,7.5,7.2,9.2,2.5,1.6,2.9,160.0,73.8281,1028.0388,69.0,0.0273,18.342,33.06,-1.0,0.6,3.9,7.56,1.362,0.023,59.21739130434783,31.09615245009074,0.0,해제
문의,2026-02-02,5.7,7.4,10.4,3.5,2.4,3.1,150.0,73.49,1007.8827,67.64,1.2274,13.265,32.482,-1.9,2.4,7.1,11.79,1.377,0.008,172.125,31.028960655132074,0.0,해제
