채수위치,조사일,수온(℃),pH,DO(㎎/L),투명도,탁도,Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖),수위(EL.m),저수량(백만㎥),저수율(%),강우량(mm),유입량(㎥/s),총방류량(㎥/s),평균기온(°C),일강수량(mm),합계 일조시간(hr),합계 일사량(MJ/m2),TN(㎎/L),TP(㎎/L),NP_Ratio,Retention_Index,7일뒤_AI예측_세포수,조류경보제 발령 예상
회남,2021-12-27,9.5,7.7,10.0,4.1,2.8,2.9,92.0,73.74,1022.7641,68.6,0.0,11.52,32.288,-4.4,0.0,6.4,9.16,,,,31.676291501486624,0.0,해제
회남,2022-01-10,7.5,7.4,10.5,3.1,3.2,3.0,168.0,73.43,1004.3302,67.4,0.0,13.606,32.098,0.7,0.0,5.4,8.6,,,,31.28949467256527,54.0,해제
회남,2022-01-17,6.6,7.3,10.8,3.7,2.3,3.2,0.0,73.26,994.305,66.73,0.055,39.195,32.391,-3.1,0.0,4.1,8.59,,,,30.696952857275168,0.0,해제
회남,2022-02-14,5.2,7.5,11.8,4.2,1.8,3.3,0.0,72.542,952.6173,63.93,0.0663,14.816,32.074,4.1,0.0,7.6,13.23,,,,29.700607969071523,36.0,해제
회남,2022-02-21,4.6,7.4,12.0,3.4,2.2,3.8,56.0,72.35,941.649,63.2,0.0,14.505,32.304,-0.7,0.0,7.1,13.57,,,,29.149609955423475,404.0,해제
회남,2022-03-14,6.1,7.7,12.5,3.4,3.5,3.2,0.0,71.84,912.882,61.27,3.5794,27.393,33.862,11.3,3.2,0.2,2.98,,,,26.958891973303405,0.0,해제
회남,2022-04-25,10.6,7.7,10.7,7.7,1.3,1.9,0.0,71.811,911.2623,61.16,5.7397,19.784,37.237,20.1,6.7,2.3,13.49,,,,24.47195799876467,0.0,해제
회남,2022-05-09,11.1,8.0,10.0,5.8,1.2,1.8,0.0,71.44,890.6938,59.78,1.2445,19.475,51.368,17.3,2.7,9.8,25.98,,,,17.339468151378288,0.0,해제
회남,2022-05-30,12.8,8.9,8.7,6.2,1.6,3.0,0.0,70.148,821.2739,55.12,0.5858,10.734,50.814,21.4,0.0,0.2,11.04,,,,16.162354862833077,0.0,해제
회남,2022-06-07,12.8,8.1,7.9,5.4,1.0,2.1,0.0,69.46,785.7097,52.73,9.7251,10.049,63.253,17.3,0.0,1.6,8.0,,,,12.421698575561631,0.0,해제
회남,2022-06-13,13.9,8.3,7.5,5.9,1.3,2.1,0.0,68.969,760.9254,51.07,0.0,10.269,62.999,23.1,0.0,9.8,25.13,,,,12.078372672582104,0.0,해제
회남,2022-06-27,15.6,8.7,4.8,3.3,1.9,4.1,136.0,68.271,726.5482,48.76,2.1126,42.755,59.617,28.0,3.6,0.4,11.59,,,,12.186929902544575,214.0,해제
회남,2022-07-04,17.4,9.8,4.2,4.2,2.8,2.4,588.0,68.03,714.9123,47.98,2.2919,19.841,35.417,27.6,0.0,4.9,17.32,,,,20.18556907699692,0.0,해제
회남,2022-07-11,18.0,9.4,3.7,4.5,1.8,4.4,776.0,67.815,704.6329,47.29,8.5172,20.956,38.594,25.1,16.3,0.3,9.27,,,,18.257576307198008,156.0,해제
회남,2022-07-18,18.2,8.7,3.3,3.8,1.5,3.6,0.0,67.71,699.6474,46.96,68.643,82.656,38.869,22.3,57.4,0.0,4.3,,,,18.000138928194705,586.0,해제
회남,2022-07-25,18.8,9.4,3.3,4.0,2.8,2.8,100.0,68.4488,735.2096,49.34,0.3917,51.698,35.409,27.2,0.4,8.3,23.38,,,,20.763353949560848,0.0,해제
회남,2022-08-01,19.7,9.4,3.3,3.0,2.4,6.2,394.0,68.2452,725.2968,48.68,4.5771,31.848,57.008,27.6,4.4,3.7,18.0,,,,12.722719618299184,727.0,해제
회남,2022-08-08,19.9,8.2,3.5,3.5,2.2,3.0,104.0,68.0804,717.3358,48.14,0.037,21.536,60.371,28.6,0.0,0.1,7.38,,,,11.882125523844229,0.0,해제
회남,2022-08-16,20.4,7.6,4.5,1.7,5.7,6.4,3412.0,71.9708,920.2089,61.76,64.7708,770.059,32.941,25.8,32.9,4.4,13.64,,,,27.935062687835824,1733.0,관심
회남,2022-08-29,20.1,7.6,4.7,1.8,9.6,6.3,5756.0,73.73,1022.1664,68.6,2.8297,46.336,124.509,19.6,4.5,0.0,4.19,,,,8.209578424049667,3098.0,관심
회남,2022-09-05,20.1,7.5,4.2,1.3,9.2,11.4,9236.0,71.734,906.9701,60.87,38.6906,193.618,786.544,22.6,46.5,0.0,3.94,,,,1.1531078998759128,2825.0,관심
회남,2022-09-13,21.0,7.7,6.0,1.4,8.6,10.7,4256.0,73.58,1013.2252,68.0,0.1265,71.859,85.626,24.5,0.0,0.7,10.85,,,,11.833148809940903,5093.0,관심
회남,2022-10-04,21.8,7.8,5.5,2.4,3.5,12.6,586.0,73.34,999.0153,67.05,35.2082,93.514,32.192,20.0,43.5,1.9,9.55,,,,31.033029945328032,5171.0,관심
회남,2022-10-11,18.2,7.5,5.2,2.7,3.9,12.3,538.0,73.3968,1002.3677,67.27,0.1055,25.335,34.363,12.0,0.0,8.5,17.78,,,,29.16997060792131,1662.0,관심
회남,2022-11-28,15.2,7.7,8.3,3.0,2.8,5.9,212.0,72.1796,931.978,62.55,14.4172,26.438,33.25,7.3,30.1,1.4,2.63,,,,28.029413533834585,1568.0,관심
회남,2022-12-12,11.7,7.7,9.0,2.9,2.7,4.6,0.0,71.913,916.9669,61.54,0.0,42.795,40.85,1.6,0.0,4.2,6.82,,,,22.447170134638924,726.0,해제
회남,2023-01-09,6.7,7.5,10.3,5.1,4.2,3.2,0.0,71.1456,874.5733,58.7,0.11,25.561,31.613,1.9,0.0,3.3,6.14,,,,27.664989086768102,64.0,해제
회남,2023-01-16,6.3,7.5,10.5,5.1,1.7,3.7,0.0,71.0636,870.115,58.4,0.0,27.882,31.652,-3.1,0.0,7.7,12.1,,,,27.49004802224188,572.0,해제
회남,2023-01-25,5.5,7.6,11.2,4.5,1.9,3.9,0.0,70.9068,861.6284,57.83,0.0,20.158,31.654,-11.4,0.0,9.3,14.04,,,,27.22020597712769,831.0,해제
회남,2023-05-22,12.4,8.0,8.1,2.7,2.1,5.0,0.0,67.8433,705.9805,47.38,1.2259,16.828,55.877,17.5,5.7,3.4,13.64,,,,12.634545519623458,1032.0,관심
회남,2023-06-26,18.0,7.9,4.5,2.0,3.9,8.8,0.0,67.486,689.0879,46.25,54.8108,69.697,55.589,23.8,54.5,0.0,5.04,,,,12.396119735918976,1457.0,관심
회남,2023-07-10,19.5,7.8,6.0,1.5,8.5,7.0,0.0,73.0036,979.2967,65.72,13.5878,374.481,470.084,26.5,36.2,8.3,22.11,,,,2.0832376766705525,1769.0,관심
회남,2023-07-17,22.4,6.6,7.7,0.4,62.3,3.6,26.0,71.9,916.2386,61.49,25.8966,959.921,2127.229,25.4,30.9,3.8,17.49,,,,0.43071930666609,1035.0,관심
회남,2023-09-18,24.3,7.4,3.8,2.3,9.0,5.5,4604.0,75.4292,1126.6709,75.62,0.5403,167.843,60.646,24.5,2.2,7.4,19.23,,,,18.577827061966165,1850.0,관심
회남,2023-09-25,23.9,7.0,5.0,2.3,6.3,11.3,2888.0,77.4476,1258.4823,84.46,1.4729,115.218,218.658,21.4,4.0,2.9,13.23,,,,5.75548253436874,3045.0,관심
회남,2023-11-06,19.9,7.0,7.0,2.5,3.4,6.1,0.0,74.7672,1085.2534,72.84,12.2568,25.835,32.426,15.5,11.5,3.1,7.65,,,,33.46861777585888,1423.0,관심
회남,2023-11-27,15.0,7.1,8.1,3.0,4.9,5.6,260.0,74.53,1070.6314,71.85,3.3888,25.073,32.181,7.0,3.0,0.8,3.19,,,,33.269053168018395,1270.0,관심
회남,2023-12-11,12.2,7.0,9.0,2.7,3.8,4.1,52.0,74.3216,1057.88,71.0,34.4989,40.275,32.09,11.9,37.0,0.0,0.85,,,,32.96603303209723,1345.0,관심
회남,2024-01-22,6.9,7.3,11.5,3.0,1.6,6.6,0.0,75.3336,1120.6344,75.21,0.0,101.193,32.997,-5.4,0.0,1.7,6.36,,,,33.96170560960087,186.0,해제
회남,2024-02-05,6.0,7.4,11.9,3.1,2.0,7.6,116.0,75.5996,1137.477,76.34,13.4313,55.133,40.712,4.1,12.3,0.0,3.26,,,,27.93960011790136,909.0,해제
회남,2024-02-19,5.8,7.5,12.3,3.1,3.7,7.0,0.0,75.84,1152.8233,77.37,20.1523,129.184,40.056,9.8,16.6,0.0,2.2,,,,28.780290093868587,481.0,해제
회남,2024-03-25,7.3,7.5,11.8,2.4,2.7,4.2,225.0,74.6853,1080.1917,72.5,9.0732,38.321,40.821,9.4,6.8,0.0,5.04,,,,26.461666789152645,1302.0,관심
회남,2024-04-15,10.5,7.9,10.8,1.8,1.6,4.9,24.0,73.8739,1030.7873,69.18,10.0376,46.138,41.203,16.2,7.5,0.0,3.29,,,,25.017287576147364,1903.0,관심
회남,2024-04-22,10.9,7.8,10.1,2.4,1.5,4.0,98.0,73.9568,1035.773,69.51,0.0,42.117,33.057,17.4,0.0,6.2,19.42,,,,31.33294007320688,615.0,해제
회남,2024-04-29,11.4,7.8,10.0,1.8,2.1,4.9,28.0,73.916,1033.3175,69.35,2.5029,26.804,33.07,17.2,0.8,0.0,6.96,,,,31.246371333534928,2526.0,관심
회남,2024-05-07,11.4,7.8,8.8,2.1,2.3,7.7,0.0,73.7322,1022.2978,68.61,13.6896,73.171,56.507,12.9,14.1,0.0,5.6,,,,18.091524943812274,3024.0,관심
회남,2024-07-08,18.7,7.7,3.1,1.8,2.7,6.5,0.0,73.7416,1022.8597,68.65,115.6252,1695.691,149.304,23.9,137.5,0.0,3.05,,,,6.850852622836628,760.0,해제
회남,2024-07-15,22.8,8.3,7.9,0.2,123.0,7.4,680.0,70.309,829.7371,55.69,1.3326,193.933,1448.797,26.6,0.2,7.0,20.76,,,,0.572707632608295,1155.0,관심
회남,2024-07-23,23.7,7.6,7.1,0.7,58.4,23.7,160.0,71.3467,885.5656,59.43,1.0622,239.879,43.218,27.2,3.9,0.0,4.96,,,,20.49066592623444,5002.0,관심
회남,2024-08-05,25.6,9.3,8.0,1.5,48.4,3.6,25760.0,71.8816,915.2085,61.42,11.9,38.177,48.609,27.4,34.3,5.4,15.35,,,,18.827963957291857,2905.0,관심
회남,2024-08-19,25.3,8.5,7.1,0.9,24.4,15.8,32982.0,71.3332,884.8251,59.38,0.0,15.503,48.413,29.9,0.1,9.0,21.04,,,,18.276601326090105,5014.0,관심
회남,2024-08-22,25.3,8.2,5.4,1.1,13.3,14.5,28211.0,71.2639,881.0297,59.13,2.6423,26.054,36.883,28.5,0.5,4.7,13.87,,,,23.88714855082287,6697.0,관심
회남,2024-08-29,24.5,8.8,3.4,1.2,20.5,7.3,16147.0,71.0379,868.7206,58.3,0.7092,19.287,47.62,27.0,3.0,8.8,19.49,,,,18.242767744645107,1806.0,관심
회남,2024-09-02,24.3,8.4,4.3,1.3,24.1,11.7,20749.0,70.8602,859.1159,57.66,0.1019,12.853,33.94,24.8,0.0,1.5,8.26,,,,25.312784325279907,5734.0,관심
회남,2024-09-05,24.6,8.0,2.9,1.8,16.9,9.0,11065.0,70.7599,853.7234,57.3,0.0525,9.829,36.557,27.2,0.0,6.8,18.91,,,,23.353212790983942,1883.0,관심
회남,2024-09-12,24.4,8.4,3.7,1.2,20.2,8.0,16319.0,70.5391,841.9254,56.51,13.1994,25.098,34.892,26.5,4.1,0.0,8.28,,,,24.129468072910694,4312.0,관심
회남,2024-10-07,22.5,6.9,3.4,2.2,10.7,14.0,6316.0,74.2031,1050.6689,70.51,3.8581,26.569,32.052,17.0,2.3,1.0,8.24,,,,32.78013540496693,4030.0,관심
회남,2024-10-14,22.1,7.0,4.2,2.5,10.8,11.2,1325.0,74.0859,1043.5653,70.04,6.6849,24.5,32.273,17.7,8.3,0.0,3.57,,,,32.335552938989245,3393.0,관심
회남,2024-10-21,21.3,7.0,4.3,3.0,9.8,8.0,430.0,74.1988,1050.4078,70.5,2.5733,37.194,32.275,13.9,0.4,0.7,6.66,,,,32.545555383423704,1975.0,관심
회남,2024-10-28,20.9,7.0,4.6,2.7,7.0,3.2,94.0,74.388,1061.9332,71.27,0.3412,33.578,32.093,14.8,0.0,0.4,5.37,,,,33.08924687626585,1330.0,관심
회남,2024-11-25,16.9,6.9,7.5,2.5,3.3,7.2,40.0,73.89,1031.7544,69.25,0.2732,15.627,32.117,9.7,0.3,7.5,10.98,,,,32.12486844973068,289.0,해제
회남,2024-12-02,15.3,7.0,7.9,2.5,3.8,5.1,0.0,73.8379,1028.6266,69.04,0.0,22.49,32.281,8.3,0.0,5.1,7.75,,,,31.864768749419166,323.0,해제
회남,2024-12-16,12.0,7.0,8.8,3.0,3.8,4.0,0.0,73.613,1015.1883,68.13,0.3145,21.108,32.065,2.7,0.1,6.8,10.22,,,,31.660324341181976,0.0,해제
회남,2024-12-23,10.7,7.0,9.3,3.0,2.2,4.3,60.0,73.4641,1006.3483,67.54,0.2352,15.405,32.341,-0.4,0.0,4.2,6.87,,,,31.116796017439164,0.0,해제
회남,2024-12-30,9.5,7.2,9.7,3.2,3.1,5.1,0.0,73.3056,996.9883,66.91,0.0,11.619,32.146,6.7,0.0,2.1,5.55,,,,31.01438126049897,864.0,해제
회남,2025-01-06,8.7,7.1,10.1,3.6,2.5,7.4,97.0,73.13,986.6786,66.22,3.4313,12.02,33.032,2.0,1.8,1.2,4.69,,,,29.870386292080408,733.0,해제
회남,2025-02-03,6.0,7.0,11.2,4.3,1.5,4.8,0.0,72.4215,945.7247,63.47,0.1608,20.769,32.994,-1.4,0.2,9.0,15.17,,,,28.663535794386856,42.0,해제
회남,2025-02-10,5.3,7.0,11.6,3.7,1.6,4.8,0.0,72.2438,935.6146,62.79,0.0273,22.634,32.745,-2.6,0.0,5.1,10.56,,,,28.57274698427241,357.0,해제
회남,2025-03-04,4.9,7.1,12.2,3.3,1.6,4.9,130.0,71.8099,911.2009,61.15,3.5201,63.691,32.965,3.4,0.9,0.8,6.16,,,,27.641465190353404,532.0,해제
회남,2025-03-24,9.5,7.3,11.5,2.5,1.3,1.7,0.0,71.7888,910.0236,61.08,0.0,22.14,35.056,16.6,0.0,8.3,19.25,,,,25.95913966225468,588.0,해제
회남,2025-04-14,8.8,7.9,11.4,2.8,1.6,5.6,0.0,71.347,885.5821,59.44,4.6288,26.864,32.58,5.1,6.2,0.9,9.1,,,,27.18177102516881,443.0,해제
회남,2025-06-02,13.5,7.7,7.9,4.5,1.7,3.5,0.0,70.2249,825.3096,55.39,0.0,19.725,77.684,20.4,0.0,0.0,9.34,,,,10.623932856186602,21.0,해제
회남,2025-06-16,16.1,7.5,4.7,2.3,2.1,5.5,24.0,69.3958,782.4408,52.51,9.7324,151.038,261.574,24.2,26.3,3.8,12.91,,,,2.991278949742711,489.0,해제
회남,2025-07-14,20.6,8.6,6.8,1.3,3.3,7.4,1276.0,69.1723,771.1271,51.75,6.8218,20.209,45.835,23.4,20.9,4.0,16.43,,,,16.82397949165485,1341.0,관심
회남,2025-08-04,24.5,7.7,6.7,0.9,8.1,18.1,23323.0,72.4774,948.9185,63.69,19.7962,129.492,49.572,28.4,11.4,6.2,20.96,,,,19.14222746711853,7274.0,관심
회남,2025-08-11,24.4,8.0,6.7,0.8,11.9,30.4,38665.0,72.1459,930.0724,62.42,4.9376,53.868,157.308,24.3,2.3,0.3,7.51,,,,5.912429119943042,13255.0,경계
회남,2025-08-13,24.6,7.7,5.0,0.9,11.0,15.7,23733.0,72.1138,928.2595,62.3,1.7964,39.326,49.651,26.8,5.4,2.2,12.9,,,,18.69568588749471,8452.0,관심
회남,2025-08-25,25.4,7.9,5.9,0.8,9.3,14.1,24560.0,71.6228,900.793,60.46,0.0,15.078,47.895,30.3,0.0,8.6,22.17,,,,18.807662595260464,3518.0,관심
회남,2025-09-01,25.4,7.9,4.4,1.1,8.9,10.3,30536.0,71.3987,888.4215,59.63,21.7629,29.285,37.113,26.8,7.4,5.6,16.24,,,,23.93828308140005,4959.0,관심
회남,2025-09-04,24.4,8.0,4.1,0.8,9.8,8.5,26975.0,71.488,893.339,59.96,1.0545,50.58,37.817,26.1,0.4,4.0,11.25,,,,23.622682920379724,5042.0,관심
회남,2025-09-08,24.0,7.6,3.2,1.0,9.2,11.8,24974.0,71.8292,912.2786,61.23,0.3021,182.35,37.997,22.2,0.0,0.1,7.38,,,,24.009227044240333,6336.0,관심
회남,2025-09-18,24.3,7.7,3.1,1.5,7.3,6.0,10402.0,72.7258,963.1881,64.64,0.6739,114.122,38.276,21.9,0.0,4.3,11.71,,,,25.16428310168252,3157.0,관심
회남,2025-09-25,23.4,7.1,2.7,1.0,4.7,7.0,8609.0,73.652,1017.5112,68.29,17.2494,80.727,65.556,22.2,14.8,0.0,3.67,,,,15.521252059308074,4036.0,관심
회남,2025-09-29,22.8,7.1,3.4,2.4,4.0,5.5,12387.0,73.6409,1016.8497,68.24,0.1676,95.542,32.889,19.9,0.0,4.7,13.08,,,,30.9176229134361,1738.0,관심
회남,2025-10-14,22.8,7.3,5.9,2.9,3.9,11.7,5465.0,75.3592,1122.249,75.32,14.3592,252.434,170.934,18.3,5.7,0.0,5.48,,,,6.565393660711152,3015.0,관심
회남,2025-12-29,9.8,7.6,9.8,3.8,1.3,7.1,138.0,74.28,1055.3452,70.83,1.7101,21.339,33.252,5.3,1.0,2.6,5.33,,,,31.73779622278359,336.0,해제
회남,2026-01-12,7.1,7.8,11.1,4.1,1.4,4.7,18.0,73.984,1037.4119,69.62,0.3237,17.198,33.182,-1.5,1.3,3.7,6.5,,,,31.264296907962148,0.0,해제
회남,2026-01-19,6.8,7.3,10.9,3.8,1.6,4.7,303.0,73.8281,1028.0388,69.0,0.0273,18.342,33.06,-1.0,0.6,3.9,7.56,,,,31.09615245009074,0.0,해제
회남,2026-02-02,5.2,7.6,11.5,4.7,1.6,4.7,92.0,73.49,1007.8827,67.64,1.2274,13.265,32.482,-1.9,2.4,7.1,11.79,,,,31.028960655132074,0.0,해제
회남,2026-03-03,5.6,7.8,12.1,3.5,1.4,4.5,68.0,72.94,975.5948,65.48,1.2027,19.73,31.173,6.9,0.1,3.6,12.68,,,,31.29614730696436,364.0,해제
회남,2026-03-09,5.6,7.7,12.3,3.5,2.3,4.8,78.0,72.928,974.8973,65.43,0.0923,25.778,31.16,2.8,0.0,3.5,9.35,,,,31.286819640564826,315.0,해제
회남,2026-03-30,8.1,7.8,11.6,3.7,1.6,4.1,151.0,72.509,950.7267,63.81,12.5493,17.416,31.205,12.9,11.3,0.7,6.98,,,,30.467127062970683,654.0,해제
회남,2026-04-06,8.7,7.6,11.4,3.5,1.0,4.2,56.0,73.15,987.8496,66.3,11.1393,141.906,31.047,10.0,7.3,0.0,4.66,,,,31.817876123296937,307.0,해제
회남,2026-04-20,9.7,8.1,10.9,3.5,1.4,4.3,54.0,73.801,1026.4146,68.89,0.1555,31.413,73.753,13.3,0.2,2.0,6.48,,,,13.916919989695336,185.0,해제
