분류,지점명,채수위치,조사일,수온(℃),pH,DO(㎎/L),투명도,탁도,Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖),유해남조류 우점종 및 세포수(속별),유해남조류 우점종 및 세포수(속별).1,유해남조류 우점종 및 세포수(속별).2,유해남조류 우점종 및 세포수(속별).3,냄새물질 (ng/L),냄새물질 (ng/L).1,조류독소(㎍/L),조류독소(㎍/L).1,조류독소(㎍/L).2,조류독소(㎍/L).3,조류독소(㎍/L).4,조류독소(㎍/L).5,평균기온(°C),일강수량(mm),합계 일조시간(hr),합계 일사량(MJ/m2),TN(㎎/L),TP(㎎/L),수위(EL.m),저수량(백만㎥),저수율(%),강우량(mm),유입량(㎥/s),총방류량(㎥/s),N_P_비율,체류시간_지표
호소,대청호,회남,2017-10-30,17.3,7.5,5.2,3.8,2.9,4.3,360.0,0.0,0.0,360.0,0.0,0.0,0.3987341772151899,0.0,0.7,0.0,0.0,0.0,0.0,7.0,0.0,9.9,16.92,,,74.3,1034.027,69.4,0.0,6.568,41.156,,25.063675586581347
호소,대청호,추동,2017-10-30,19.8,7.6,8.2,3.0,4.6,9.5,5614.0,2776.0,0.0,2748.0,90.0,0.0,0.4177215189873418,0.0,0.7,0.0,0.0,0.0,0.0,7.0,0.0,9.9,16.92,,,74.3,1034.027,69.4,0.0,6.568,41.156,,25.063675586581347
호소,대청호,추동,2017-11-06,18.6,7.7,8.6,2.8,5.7,10.7,3832.0,1066.0,0.0,2616.0,150.0,0.0,0.4367088607594936,0.0,0.7,0.0,0.0,0.0,0.0,9.2,0.0,9.2,14.46,,,74.13,1023.905,68.7,0.0,17.725,38.35,,26.629518855656695
호소,대청호,회남,2017-11-06,17.9,7.6,6.5,3.8,2.8,4.0,368.0,62.0,0.0,306.0,0.0,0.0,0.4556962025316455,0.0,0.7,0.0,0.0,0.0,0.0,9.2,0.0,9.2,14.46,,,74.13,1023.905,68.7,0.0,17.725,38.35,,26.629518855656695
호소,대청호,문의,2017-11-06,18.7,7.8,7.8,4.0,1.7,7.6,496.0,200.0,0.0,150.0,146.0,0.0,0.4746835443037975,0.0,0.7,0.0,0.0,0.0,0.0,9.2,0.0,9.2,14.46,1.22,0.024,74.13,1023.905,68.7,0.0,17.725,38.35,50.833331215277866,26.629518855656695
호소,대청호,회남,2017-11-13,17.2,7.7,8.0,3.0,2.2,6.7,38.0,0.0,0.0,38.0,0.0,0.0,0.4936708860759494,0.0,0.7,0.0,0.0,0.0,0.0,7.3,0.0,1.5,6.49,,,73.88,1009.125,67.7,0.0525,17.479,37.928,,26.536367939413065
호소,대청호,추동,2017-11-13,17.1,7.7,8.8,2.6,2.8,10.1,208.0,80.0,0.0,90.0,38.0,0.0,0.5126582278481013,0.0,0.7,0.0,0.0,0.0,0.0,7.3,0.0,1.5,6.49,,,73.88,1009.125,67.7,0.0525,17.479,37.928,,26.536367939413065
호소,대청호,문의,2017-11-13,17.4,7.8,8.4,3.8,1.3,7.6,434.0,380.0,0.0,28.0,26.0,0.0,0.5316455696202532,0.0,0.7,0.0,0.0,0.0,0.0,7.3,0.0,1.5,6.49,1.165,0.014,73.88,1009.125,67.7,0.0525,17.479,37.928,83.2142797704086,26.536367939413065
호소,대청호,문의,2017-11-20,15.3,7.8,8.6,2.9,1.5,7.1,488.0,440.0,0.0,0.0,48.0,0.0,0.5506329113924051,0.0,0.7,0.0,0.0,0.0,0.0,3.7,0.0,7.7,11.92,1.273,0.021,73.6,992.723,66.6,0.0,11.487,38.494,60.61904473242643,25.722210706327406
호소,대청호,추동,2017-11-20,14.9,7.8,9.1,3.0,3.2,9.5,176.0,0.0,0.0,0.0,176.0,0.0,0.569620253164557,0.0,0.7,0.0,0.0,0.0,0.0,3.7,0.0,7.7,11.92,,,73.6,992.723,66.6,0.0,11.487,38.494,,25.722210706327406
호소,대청호,회남,2017-11-20,15.5,7.7,8.4,3.1,2.6,6.6,132.0,0.0,0.0,94.0,38.0,0.0,0.5886075949367089,0.0,0.7,0.0,0.0,0.0,0.0,3.7,0.0,7.7,11.92,,,73.6,992.723,66.6,0.0,11.487,38.494,,25.722210706327406
호소,대청호,문의,2017-11-27,13.9,7.6,9.0,3.4,2.1,5.0,34.0,34.0,0.0,0.0,0.0,0.0,0.6075949367088608,0.0,0.7,0.0,0.0,0.0,0.0,3.1,0.0,8.3,11.09,1.179,0.007,73.42,982.263,65.9,0.0,15.036,28.451,168.42854736735038,34.40380371965956
호소,대청호,추동,2017-11-27,13.4,7.8,9.4,2.3,1.9,6.9,886.0,820.0,0.0,0.0,66.0,0.0,0.6265822784810127,0.0,0.7,0.0,0.0,0.0,0.0,3.1,0.0,8.3,11.09,,,73.42,982.263,65.9,0.0,15.036,28.451,,34.40380371965956
호소,대청호,회남,2017-11-27,13.9,7.6,8.5,2.6,2.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6455696202531646,0.0,0.7,0.0,0.0,0.0,0.0,3.1,0.0,8.3,11.09,,,73.42,982.263,65.9,0.0,15.036,28.451,,34.40380371965956
호소,대청호,문의,2017-12-04,12.6,7.9,9.2,3.8,1.7,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6645569620253164,0.0,0.7,0.0,0.0,0.0,0.0,2.3,0.0,7.4,11.67,1.237,0.007,73.23,971.292,65.2,0.5061,8.608,28.601,176.71426046939138,33.84174767429706
호소,대청호,추동,2017-12-04,12.1,7.8,9.8,3.0,2.3,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6835443037974683,0.0,0.7,0.0,0.0,0.0,0.0,2.3,0.0,7.4,11.67,,,73.23,971.292,65.2,0.5061,8.608,28.601,,33.84174767429706
호소,대청호,회남,2017-12-04,12.4,7.7,9.1,2.9,2.2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.7025316455696202,0.0,0.7,0.0,0.0,0.0,0.0,2.3,0.0,7.4,11.67,,,73.23,971.292,65.2,0.5061,8.608,28.601,,33.84174767429706
호소,대청호,추동,2017-12-11,10.5,7.8,10.1,3.0,2.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7215189873417722,0.0,0.7,0.0,0.0,0.0,0.0,-4.2,0.6,2.4,6.19,,,73.07,962.11,64.6,0.0,8.518,28.4,,33.75824561403509
호소,대청호,회남,2017-12-11,10.9,7.7,9.4,3.5,2.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.7405063291139241,0.0,0.7,0.0,0.0,0.0,0.0,-4.2,0.6,2.4,6.19,,,73.07,962.11,64.6,0.0,8.518,28.4,,33.75824561403509
호소,대청호,문의,2017-12-11,10.9,7.7,9.4,3.2,1.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.759493670886076,0.0,0.7,0.0,0.0,0.0,0.0,-4.2,0.6,2.4,6.19,1.663,0.01,73.07,962.11,64.6,0.0,8.518,28.4,166.29998337000168,33.75824561403509
호소,대청호,회남,2017-12-18,9.2,7.8,10.1,2.9,1.6,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7784810126582279,0.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,7.0,9.51,,,72.87,950.704,63.8,0.0,15.426,28.585,,33.14289698448666
호소,대청호,문의,2017-12-18,9.1,7.7,9.8,3.0,1.5,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7974683544303798,0.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,7.0,9.51,1.478,0.008,72.87,950.704,63.8,0.0,15.426,28.585,184.7499769062529,33.14289698448666
호소,대청호,추동,2017-12-18,8.5,7.9,10.9,2.8,1.7,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.8164556962025317,0.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,7.0,9.51,,,72.87,950.704,63.8,0.0,15.426,28.585,,33.14289698448666
호소,대청호,회남,2017-12-26,7.9,7.8,11.2,4.1,1.4,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8354430379746836,0.0,0.7,0.0,0.0,0.0,0.0,-1.1,0.3,5.5,4.31,,,72.61,935.996,62.8,0.0273,7.711,27.274,,34.1928837583108
호소,대청호,문의,2017-12-26,8.4,7.7,10.5,3.4,1.6,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8544303797468354,0.0,0.7,0.0,0.0,0.0,0.0,-1.1,0.3,5.5,4.31,1.21,0.009,72.61,935.996,62.8,0.0273,7.711,27.274,134.44442950617452,34.1928837583108
호소,대청호,추동,2017-12-26,7.9,7.8,11.7,3.4,1.4,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8734177215189873,0.0,0.7,0.0,0.0,0.0,0.0,-1.1,0.3,5.5,4.31,,,72.61,935.996,62.8,0.0273,7.711,27.274,,34.1928837583108
호소,대청호,추동,2018-01-02,7.0,7.9,12.0,3.7,2.5,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8924050632911392,0.0,0.7,0.0,0.0,0.0,0.0,-1.0,0.0,0.3,2.33,,,72.48,928.692,62.3,0.0,15.433,28.413,,32.57082734191421
호소,대청호,회남,2018-01-02,7.3,7.8,11.5,4.0,2.8,4.1,240.0,240.0,0.0,0.0,0.0,0.0,0.9113924050632912,0.0,0.7,0.0,0.0,0.0,0.0,-1.0,0.0,0.3,2.33,,,72.48,928.692,62.3,0.0,15.433,28.413,,32.57082734191421
호소,대청호,문의,2018-01-02,7.5,7.7,10.5,3.1,2.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.9303797468354432,0.0,0.7,0.0,0.0,0.0,0.0,-1.0,0.0,0.3,2.33,1.191,0.006,72.48,928.692,62.3,0.0,15.433,28.413,198.49996691667218,32.57082734191421
호소,대청호,문의,2018-01-08,6.8,7.5,10.9,3.7,1.7,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.949367088607595,0.0,0.7,0.0,0.0,0.0,0.0,1.5,3.6,0.0,1.05,1.345,0.015,72.34,920.864,61.8,2.2279,15.521,28.436,89.6666606888893,32.270255116344266
호소,대청호,추동,2018-01-08,6.4,7.7,12.4,3.1,1.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9683544303797468,0.0,0.7,0.0,0.0,0.0,0.0,1.5,3.6,0.0,1.05,,,72.34,920.864,61.8,2.2279,15.521,28.436,,32.270255116344266
호소,대청호,회남,2018-01-08,6.6,7.7,12.3,4.6,2.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9873417721518988,0.0,0.7,0.0,0.0,0.0,0.0,1.5,3.6,0.0,1.05,,,72.34,920.864,61.8,2.2279,15.521,28.436,,32.270255116344266
호소,대청호,추동,2018-01-15,5.3,7.7,13.7,3.7,1.4,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0063291139240509,0.0,0.7,0.0,0.0,0.0,0.0,5.5,0.0,7.5,6.4,,,72.18,911.966,61.2,0.0,15.724,28.566,,31.81350729086723
호소,대청호,회남,2018-01-15,5.8,7.7,13.3,4.5,1.2,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0253164556962029,0.0,0.7,0.0,0.0,0.0,0.0,5.5,0.0,7.5,6.4,,,72.18,911.966,61.2,0.0,15.724,28.566,,31.81350729086723
호소,대청호,문의,2018-01-15,6.2,7.6,11.9,3.4,1.9,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0443037974683544,0.0,0.7,0.0,0.0,0.0,0.0,5.5,0.0,7.5,6.4,1.224,0.01,72.18,911.966,61.2,0.0,15.724,28.566,122.39998776000122,31.81350729086723
호소,대청호,문의,2018-01-22,6.0,7.2,9.3,3.7,1.7,9.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0632911392405064,0.0,0.7,0.0,0.0,0.0,0.0,3.0,0.8,1.2,6.34,1.309,0.01,72.1,907.536,60.9,2.5861,22.029,28.431,130.8999869100013,31.808769408713324
호소,대청호,추동,2018-01-22,5.7,7.5,11.4,4.7,1.6,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0822784810126582,0.0,0.7,0.0,0.0,0.0,0.0,3.0,0.8,1.2,6.34,,,72.1,907.536,60.9,2.5861,22.029,28.431,,31.808769408713324
호소,대청호,회남,2018-01-22,5.6,7.5,11.4,5.6,1.2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.1012658227848102,0.0,0.7,0.0,0.0,0.0,0.0,3.0,0.8,1.2,6.34,,,72.1,907.536,60.9,2.5861,22.029,28.431,,31.808769408713324
호소,대청호,문의,2018-01-29,5.125,7.525,11.65,5.324999999999999,1.25,3.675,0.0,0.0,0.0,0.0,0.0,0.0,1.120253164556962,0.0,0.7,0.0,0.0,0.0,0.0,-6.8,0.0,9.2,8.42,1.244,0.017,71.94,898.713,60.3,0.0,16.918,29.65,73.17646628373727,30.208840336134454
호소,대청호,추동,2018-01-29,4.65,7.55,11.9,5.05,1.2999999999999998,3.85,0.0,0.0,0.0,0.0,0.0,0.0,1.139240506329114,0.0,0.7,0.0,0.0,0.0,0.0,-6.8,0.0,9.2,8.42,,,71.94,898.713,60.3,0.0,16.918,29.65,,30.208840336134454
호소,대청호,회남,2018-01-29,4.175,7.574999999999999,12.15,4.775,1.35,4.025,0.0,0.0,0.0,0.0,0.0,0.0,1.1582278481012658,0.0,0.7,0.0,0.0,0.0,0.0,-6.8,0.0,9.2,8.42,,,71.94,898.713,60.3,0.0,16.918,29.65,,30.208840336134454
호소,대청호,회남,2018-02-05,3.7,7.6,12.4,4.5,1.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.1772151898734178,0.0,0.7,0.0,0.0,0.0,0.0,-8.1,0.0,9.1,8.58,,,71.76,888.848,59.7,0.0,16.602,29.252,,30.28236576723903
호소,대청호,추동,2018-02-05,3.3,7.5,12.8,4.1,2.4,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.1962025316455696,0.0,0.7,0.0,0.0,0.0,0.0,-8.1,0.0,9.1,8.58,,,71.76,888.848,59.7,0.0,16.602,29.252,,30.28236576723903
호소,대청호,문의,2018-02-05,3.4,7.1,12.3,4.3,1.5,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.2151898734177216,0.0,0.7,0.0,0.0,0.0,0.0,-8.1,0.0,9.1,8.58,1.151,0.006,71.76,888.848,59.7,0.0,16.602,29.252,191.83330136111644,30.28236576723903
호소,대청호,회남,2018-02-12,3.51,7.16,12.38,4.32,1.55,3.41,0.0,0.0,0.0,0.0,0.0,0.0,1.2341772151898736,0.0,0.7,0.0,0.0,0.0,0.0,-4.8,1.4,4.7,6.75,,,71.56,877.961,58.9,0.6391,10.722,29.565,,29.595853699646046
호소,대청호,추동,2018-02-12,3.62,7.22,12.46,4.34,1.6,3.52,0.0,0.0,0.0,0.0,0.0,0.0,1.2531645569620251,0.0,0.7,0.0,0.0,0.0,0.0,-4.8,1.4,4.7,6.75,,,71.56,877.961,58.9,0.6391,10.722,29.565,,29.595853699646046
호소,대청호,문의,2018-02-12,3.73,7.279999999999999,12.54,4.359999999999999,1.65,3.63,0.0,0.0,0.0,0.0,0.0,0.0,1.2721518987341771,0.0,0.7,0.0,0.0,0.0,0.0,-4.8,1.4,4.7,6.75,1.334,0.014,71.56,877.961,58.9,0.6391,10.722,29.565,95.28570747959233,29.595853699646046
호소,대청호,문의,2018-02-19,3.84,7.34,12.62,4.38,1.7,3.74,0.0,0.0,0.0,0.0,0.0,0.0,1.2911392405063291,0.0,0.7,0.0,0.0,0.0,0.0,2.5,0.0,8.4,8.54,,,71.37,867.691,58.2,0.0,4.729,29.685,,29.131811314420013
호소,대청호,추동,2018-02-19,3.95,7.4,12.7,4.4,1.75,3.85,0.0,0.0,0.0,0.0,0.0,0.0,1.3101265822784811,0.0,0.7,0.0,0.0,0.0,0.0,2.5,0.0,8.4,8.54,,,71.37,867.691,58.2,0.0,4.729,29.685,,29.131811314420013
호소,대청호,회남,2018-02-19,4.0600000000000005,7.46,12.78,4.42,1.8,3.96,0.0,0.0,0.0,0.0,0.0,0.0,1.3291139240506329,0.0,0.7,0.0,0.0,0.0,0.0,2.5,0.0,8.4,8.54,,,71.37,867.691,58.2,0.0,4.729,29.685,,29.131811314420013
호소,대청호,추동,2018-02-26,4.17,7.52,12.86,4.44,1.85,4.07,0.0,0.0,0.0,0.0,0.0,0.0,1.3481012658227849,0.0,0.7,0.0,0.0,0.0,0.0,4.0,0.0,10.5,12.46,,,71.19,858.027,57.6,0.0,17.037,29.429,,29.057096413695014
호소,대청호,문의,2018-02-26,4.28,7.58,12.94,4.46,1.9,4.180000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.3670886075949369,0.0,0.7,0.0,0.0,0.0,0.0,4.0,0.0,10.5,12.46,,,71.19,858.027,57.6,0.0,17.037,29.429,,29.057096413695014
호소,대청호,회남,2018-02-26,4.39,7.640000000000001,13.02,4.48,1.95,4.29,0.0,0.0,0.0,0.0,0.0,0.0,1.3860759493670889,0.0,0.7,0.0,0.0,0.0,0.0,4.0,0.0,10.5,12.46,,,71.19,858.027,57.6,0.0,17.037,29.429,,29.057096413695014
호소,대청호,회남,2018-03-05,4.5,7.7,13.1,4.5,2.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.4050632911392404,0.0,0.7,0.0,0.0,0.0,0.0,6.6,18.6,0.0,4.88,,,71.24,860.705,57.8,19.4853,54.139,29.336,,29.23987634189428
호소,대청호,문의,2018-03-05,5.1,7.6,12.7,4.1,2.5,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.4240506329113924,0.0,0.7,0.0,0.0,0.0,0.0,6.6,18.6,0.0,4.88,1.549,0.005,71.24,860.705,57.8,19.4853,54.139,29.336,309.79993804001236,29.23987634189428
호소,대청호,추동,2018-03-05,4.4,7.6,13.2,3.1,2.9,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.4430379746835444,0.0,0.7,0.0,0.0,0.0,0.0,6.6,18.6,0.0,4.88,,,71.24,860.705,57.8,19.4853,54.139,29.336,,29.23987634189428
호소,대청호,회남,2018-03-12,5.5,7.8,13.4,4.2,2.2,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.4620253164556962,0.0,0.7,0.0,0.0,0.0,0.0,8.6,0.0,10.3,20.14,,,71.96,899.813,60.4,0.0,67.267,29.097,,30.81868000137
호소,대청호,추동,2018-03-12,5.7,7.8,13.5,1.9,2.4,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.4810126582278482,0.0,0.7,0.0,0.0,0.0,0.0,8.6,0.0,10.3,20.14,,,71.96,899.813,60.4,0.0,67.267,29.097,,30.81868000137
호소,대청호,문의,2018-03-12,5.7,7.8,13.0,3.6,1.4,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.7,0.0,0.0,0.0,0.0,8.6,0.0,10.3,20.14,1.132,0.011,71.96,899.813,60.4,0.0,67.267,29.097,102.90908155371986,30.81868000137
호소,대청호,문의,2018-03-19,6.3,8.3,12.6,3.9,2.2,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.518987341772152,0.0,0.7,0.0,0.0,0.0,0.0,8.3,22.0,0.0,2.91,1.29,0.015,72.35,921.422,61.8,19.459,87.158,29.132,85.99999426666706,31.521004378762996
호소,대청호,추동,2018-03-19,5.9,8.3,13.2,2.9,2.1,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.5379746835443038,0.0,0.7,0.0,0.0,0.0,0.0,8.3,22.0,0.0,2.91,,,72.35,921.422,61.8,19.459,87.158,29.132,,31.521004378762996
호소,대청호,회남,2018-03-19,5.8,8.3,13.2,2.9,4.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.5569620253164558,0.0,0.7,0.0,0.0,0.0,0.0,8.3,22.0,0.0,2.91,,,72.35,921.422,61.8,19.459,87.158,29.132,,31.521004378762996
호소,대청호,회남,2018-03-26,6.7,7.6,13.1,2.5,1.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5759493670886076,0.0,0.7,0.0,0.0,0.0,0.0,12.4,0.0,10.5,23.01,,,73.1,963.827,64.7,0.0,75.976,29.618,,32.432431522982704
호소,대청호,추동,2018-03-26,7.1,7.6,13.0,2.2,2.9,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.5949367088607596,0.0,0.7,0.0,0.0,0.0,0.0,12.4,0.0,10.5,23.01,,,73.1,963.827,64.7,0.0,75.976,29.618,,32.432431522982704
호소,대청호,문의,2018-03-26,7.3,7.4,12.5,4.2,1.8,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.6139240506329111,0.0,0.7,0.0,0.0,0.0,0.0,12.4,0.0,10.5,23.01,1.177,0.009,73.1,963.827,64.7,0.0,75.976,29.618,130.7777632469152,32.432431522982704
호소,대청호,추동,2018-04-02,8.5,7.9,12.9,2.0,3.8,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.6329113924050631,0.0,0.7,0.0,0.0,0.0,0.0,18.3,0.0,10.3,14.24,,,73.29,974.749,65.4,0.0,29.847,29.847,,32.54913680836144
호소,대청호,회남,2018-04-02,8.6,7.9,12.5,2.8,2.6,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.6518987341772151,0.0,0.7,0.0,0.0,0.0,0.0,18.3,0.0,10.3,14.24,,,73.29,974.749,65.4,0.0,29.847,29.847,,32.54913680836144
호소,대청호,문의,2018-04-02,8.8,7.7,12.6,2.6,2.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.6708860759493671,0.0,0.7,0.0,0.0,0.0,0.0,18.3,0.0,10.3,14.24,1.544,0.008,73.29,974.749,65.4,0.0,29.847,29.847,192.99997587500303,32.54913680836144
호소,대청호,회남,2018-04-09,8.3,8.1,12.5,3.2,2.3,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.689873417721519,0.0,0.7,0.0,0.0,0.0,0.0,11.9,0.0,10.9,25.58,,,74.42,1041.208,69.9,0.0,119.724,29.702,,34.93752097174686
호소,대청호,추동,2018-04-09,8.0,8.0,12.7,1.8,3.5,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.7088607594936709,0.0,0.7,0.0,0.0,0.0,0.0,11.9,0.0,10.9,25.58,,,74.42,1041.208,69.9,0.0,119.724,29.702,,34.93752097174686
호소,대청호,문의,2018-04-09,9.2,7.9,12.1,2.7,2.2,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.7278481012658229,0.0,0.7,0.0,0.0,0.0,0.0,11.9,0.0,10.9,25.58,1.415,0.015,74.42,1041.208,69.9,0.0,119.724,29.702,94.33332704444487,34.93752097174686
호소,대청호,회남,2018-04-16,9.2,8.0,12.1,4.3,2.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.7468354430379749,0.0,0.7,0.0,0.0,0.0,0.0,11.6,0.0,10.9,26.77,,,74.86,1067.79,71.7,0.0,74.405,39.211,,27.16262623693114
호소,대청호,추동,2018-04-16,9.4,8.0,12.7,2.5,2.8,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.7658227848101269,0.0,0.7,0.0,0.0,0.0,0.0,11.6,0.0,10.9,26.77,,,74.86,1067.79,71.7,0.0,74.405,39.211,,27.16262623693114
호소,대청호,문의,2018-04-16,9.7,8.1,12.3,3.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.7848101265822784,0.0,0.7,0.0,0.0,0.0,0.0,11.6,0.0,10.9,26.77,1.385,0.015,74.86,1067.79,71.7,0.0,74.405,39.211,92.3333271777782,27.16262623693114
호소,대청호,문의,2018-04-23,11.9,7.4,11.2,2.4,2.7,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.8037974683544304,0.0,0.7,0.0,0.0,0.0,0.0,11.4,38.9,0.0,1.07,1.471,0.018,74.94,1072.666,72.0,26.2345,65.566,58.503,81.72221768209903,18.303943484121973
호소,대청호,추동,2018-04-23,10.8,7.2,10.7,2.7,3.3,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.8227848101265824,0.0,0.7,0.0,0.0,0.0,0.0,11.4,38.9,0.0,1.07,,,74.94,1072.666,72.0,26.2345,65.566,58.503,,18.303943484121973
호소,대청호,회남,2018-04-23,9.2,7.3,10.5,3.0,3.5,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.8417721518987344,0.0,0.7,0.0,0.0,0.0,0.0,11.4,38.9,0.0,1.07,,,74.94,1072.666,72.0,26.2345,65.566,58.503,,18.303943484121973
호소,대청호,추동,2018-04-30,12.0,7.4,10.2,3.4,3.4,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.8607594936708864,0.0,0.7,0.0,0.0,0.0,0.0,20.3,0.0,9.9,16.7,,,74.82,1065.357,71.5,0.0,49.48,98.784,,10.773805671291614
호소,대청호,회남,2018-04-30,11.4,7.6,10.0,2.5,2.2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.879746835443038,0.0,0.7,0.0,0.0,0.0,0.0,20.3,0.0,9.9,16.7,,,74.82,1065.357,71.5,0.0,49.48,98.784,,10.773805671291614
호소,대청호,문의,2018-04-30,12.7,7.7,10.6,4.5,2.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.89873417721519,0.0,0.7,0.0,0.0,0.0,0.0,20.3,0.0,9.9,16.7,1.485,0.027,74.82,1065.357,71.5,0.0,49.48,98.784,54.99999796296304,10.773805671291614
호소,대청호,문의,2018-05-08,13.6,8.1,10.4,3.1,2.4,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.9177215189873416,0.0,0.7,0.0,0.0,0.0,0.0,16.5,0.0,7.1,23.37,1.694,0.047,74.52,1047.214,70.3,0.0,94.976,101.941,36.04255242462654,10.26267872717829
호소,대청호,회남,2018-05-08,10.8,7.7,9.3,2.3,2.9,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.9367088607594936,0.0,0.7,0.0,0.0,0.0,0.0,16.5,0.0,7.1,23.37,,,74.52,1047.214,70.3,0.0,94.976,101.941,,10.26267872717829
호소,대청호,추동,2018-05-08,11.9,7.9,10.0,3.7,2.5,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.9556962025316456,0.0,0.7,0.0,0.0,0.0,0.0,16.5,0.0,7.1,23.37,,,74.52,1047.214,70.3,0.0,94.976,101.941,,10.26267872717829
호소,대청호,문의,2018-05-14,15.2,8.1,10.6,3.2,1.5,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.9746835443037976,0.0,0.7,0.0,0.0,0.0,0.0,19.6,0.0,8.7,25.33,3.17,0.027,74.19,1027.471,69.0,0.0,67.234,101.692,117.40740305898507,10.093828591637852
호소,대청호,회남,2018-05-14,12.9,7.8,9.0,3.0,2.4,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.9936708860759491,0.0,0.7,0.0,0.0,0.0,0.0,19.6,0.0,8.7,25.33,,,74.19,1027.471,69.0,0.0,67.234,101.692,,10.093828591637852
호소,대청호,추동,2018-05-14,13.9,7.8,10.5,5.0,1.9,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0126582278481013,0.0,0.7,0.0,0.0,0.0,0.0,19.6,0.0,8.7,25.33,,,74.19,1027.471,69.0,0.0,67.234,101.692,,10.093828591637852
호소,대청호,문의,2018-05-21,16.1,8.3,11.4,3.4,1.8,11.8,68.0,0.0,0.0,0.0,68.0,0.0,2.0316455696202533,0.0,0.7,0.0,0.0,0.0,0.0,17.5,0.0,10.0,27.26,2.354,0.051,73.95,1013.251,68.0,0.0,27.532,61.708,46.15686184006154,16.39352511001812
호소,대청호,추동,2018-05-21,15.1,7.9,10.2,3.4,1.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0506329113924053,0.0,0.7,0.0,0.0,0.0,0.0,17.5,0.0,10.0,27.26,,,73.95,1013.251,68.0,0.0,27.532,61.708,,16.39352511001812
